GENESIS-Tabelle: 31211-03-01-5-B
Gebäude mit Wohnraum nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08216052;Steinmauern;856;42;62;360;96;15;73;75;66;31;36
08216059;Weisenbach;705;132;70;275;59;9;70;25;34;31;-
08216063;Rheinmünster;1801;217;109;700;209;112;125;126;75;96;32
08221000;Heidelberg, Stadtkreis;20131;3959;3504;7430;2059;597;746;642;457;476;261
08222000;Mannheim, Stadtkreis;41343;4858;8520;16954;4335;1372;1786;1600;1002;684;232
08225001;Adelsheim, Stadt;1471;238;88;751;80;39;87;71;70;38;9
08225002;Aglasterhausen;1375;151;65;590;141;59;104;128;61;70;6
08225009;Billigheim;1864;229;99;826;200;83;138;141;71;58;19
08225010;Binau;402;43;6;201;46;16;12;30;26;22;-
08225014;Buchen (Odenwald), Stadt;4954;520;265;2087;632;233;429;397;249;110;32
08225024;Fahrenbach;880;84;85;348;107;46;80;78;18;19;15
08225032;Hardheim;1955;285;176;825;179;75;150;132;89;35;9
08225033;Haßmersheim;1413;175;87;672;85;69;92;94;82;48;9
08225039;Höpfingen;961;134;101;384;84;30;62;103;36;24;3
08225042;Hüffenhardt;640;143;48;228;96;8;36;50;25;6;-
08225052;Limbach;1428;125;86;668;154;60;111;104;62;45;13
08225058;Mosbach, Stadt;6093;510;403;3413;569;252;300;284;168;159;35
08225060;Mudau;1592;190;137;671;174;73;107;108;85;47;-
08225064;Neckargerach;748;78;99;331;79;9;53;49;32;18;-
08225067;Neckarzimmern;411;52;47;244;18;7;23;10;3;7;-
08225068;Neunkirchen;585;104;37;182;85;13;53;65;18;19;9
08225074;Obrigheim;1557;134;89;828;152;69;58;89;92;32;14
08225075;Osterburken, Stadt;1706;171;90;792;145;49;122;175;84;60;18
08225082;Rosenberg;779;180;65;280;72;12;58;56;47;9;-
08225091;Seckach;1291;152;72;569;162;46;105;103;38;37;7
08225109;Walldürn, Stadt;3306;415;235;1419;354;83;225;298;152;95;30
08225113;Zwingenberg;228;29;9;125;34;-;7;11;6;3;4
08225114;Ravenstein, Stadt;988;202;69;310;120;30;81;84;62;24;6
08225115;Schefflenz;1361;267;50;593;147;49;73;104;33;32;13
08225116;Schwarzach;626;71;36;264;90;21;47;37;32;22;6
08225117;Elztal;1796;196;88;725;213;78;165;164;87;74;6
08225118;Waldbrunn;1710;195;72;671;326;70;114;162;57;40;3
08226003;Altlußheim;1570;141;146;750;152;51;85;61;113;52;19
08226006;Bammental;1619;136;104;797;219;90;108;46;29;38;52
08226009;Brühl;3075;165;220;1680;443;94;167;130;79;84;13
08226010;Dielheim;2607;190;159;1147;333;129;200;256;91;71;31
08226012;Dossenheim;2514;213;224;1060;135;310;163;88;35;169;117
08226013;Eberbach, Stadt;3849;464;335;1885;383;128;203;229;112;69;41
08226017;Epfenbach;749;83;19;323;113;29;47;47;39;46;3
08226018;Eppelheim, Stadt;2740;178;214;1279;421;85;114;179;83;62;125
08226020;Eschelbronn;690;66;70;288;102;19;39;65;25;13;3
08226022;Gaiberg;767;24;51;300;111;104;42;59;29;47;-
08226027;Heddesbach;160;31;3;69;9;12;13;10;10;3;-
08226028;Heddesheim;2377;214;152;1193;285;87;136;156;79;35;40
08226029;Heiligkreuzsteinach;900;92;19;448;104;43;68;61;31;25;9
08226031;Hemsbach, Stadt;2727;191;172;1709;260;84;93;80;67;48;23
08226032;Hockenheim, Stadt;4944;542;538;1847;427;320;415;412;238;176;29
08226036;Ilvesheim;2114;148;217;935;89;88;61;81;113;201;181
08226037;Ketsch;3343;207;193;1903;405;140;117;205;81;67;25
08226038;Ladenburg, Stadt;2675;309;212;1246;426;136;87;119;46;64;30
08226040;Laudenbach;1728;140;103;702;229;97;149;112;115;64;17
08226041;Leimen, Stadt;5111;280;310;2090;658;389;567;387;233;144;53
08226046;Malsch;1078;95;63;419;122;54;100;70;84;56;15
08226048;Mauer;1068;69;60;463;110;27;47;99;47;118;28
08226049;Meckesheim;1520;155;112;704;212;68;97;61;56;37;18
08226054;Mühlhausen;2488;152;155;1031;289;142;230;192;166;112;19
08226055;Neckarbischofsheim, Stadt;1152;183;90;469;126;64;78;82;25;28;7
08226056;Neckargemünd, Stadt;3729;425;398;1691;557;150;188;176;52;77;15
08226058;Neidenstein;529;82;30;212;64;9;53;58;3;15;3
08226059;Neulußheim;1791;163;157;702;215;65;65;250;106;53;15
08226060;Nußloch;2653;185;180;1047;378;297;183;182;96;86;19
08226062;Oftersheim;2483;232;221;1174;191;62;79;101;22;303;98
08226063;Plankstadt;2496;397;308;1021;170;150;116;87;39;147;61
08226065;Rauenberg, Stadt;2361;164;131;880;308;143;215;136;136;172;76
08226066;Reichartshausen;611;37;38;264;78;37;31;41;42;23;20
08226068;Reilingen;2100;202;142;872;290;114;159;104;86;103;28
08226076;Sandhausen;3420;277;174;1556;511;256;148;195;122;145;36
08226080;Schönau, Stadt;1419;189;111;648;174;31;71;115;34;33;13
08226081;Schönbrunn;957;88;31;449;144;51;85;62;19;25;3
08226082;Schriesheim, Stadt;3661;259;252;1580;557;139;158;304;133;242;37
08226084;Schwetzingen, Stadt;3846;513;401;1471;317;117;556;219;150;90;12
08226085;Sinsheim, Stadt;9056;982;538;3846;1198;371;751;678;379;238;75
08226086;Spechbach;537;61;29;230;75;16;24;45;25;25;7
08226091;Waibstadt, Stadt;1636;212;86;743;193;79;121;77;47;60;18
08226095;Walldorf, Stadt;3581;217;166;1829;375;176;204;244;197;152;21
08226096;Weinheim, Stadt;10430;1366;1317;4830;831;289;414;399;451;387;146
08226097;Wiesenbach;887;49;48;436;104;39;55;77;38;21;20
08226098;Wiesloch, Stadt;5787;477;430;2406;628;420;444;373;279;244;86
08226099;Wilhelmsfeld;974;60;65;514;105;42;93;50;17;18;10
08226101;Zuzenhausen;684;61;36;298;76;37;25;34;50;58;9
08226102;Angelbachtal;1421;176;62;537;128;43;166;151;59;89;10
08226103;St. Leon-Rot;3921;235;255;1720;515;249;273;239;153;233;49
08226104;Lobbach;727;53;32;339;103;42;69;43;16;18;12
08226105;Edingen-Neckarhausen;3428;388;326;1863;346;76;111;117;77;98;26
08226106;Helmstadt-Bargen;1164;203;76;477;153;37;85;46;47;37;3
08226107;Hirschberg an der Bergstraße;2394;234;120;1355;251;68;77;69;85;84;51
08231000;Pforzheim, Stadtkreis;18315;1579;2432;8984;1676;761;1006;689;436;502;250
08235006;Altensteig, Stadt;2716;443;262;1093;255;129;148;151;122;86;27
08235007;Althengstett;2172;153;112;742;334;195;252;203;107;67;7
08235008;Bad Liebenzell, Stadt;2284;305;118;838;400;121;179;181;73;60;9
08235018;Dobel;568;88;59;196;56;57;56;27;10;19;-
08235020;Ebhausen;1294;212;75;438;151;65;102;111;72;53;15
08235022;Egenhausen;534;70;27;180;68;24;45;47;41;32;-
08235025;Enzklösterle;372;73;34;164;37;15;6;24;13;6;-
08235029;Gechingen;1063;120;33;508;147;50;63;66;28;37;11
08235032;Haiterbach, Stadt;1550;187;113;593;214;82;129;92;69;44;27
08235033;Bad Herrenalb, Stadt;1849;276;146;837;259;57;103;117;35;19;0
08235035;Höfen an der Enz;397;113;37;111;48;24;19;29;6;6;4
08235046;Nagold, Stadt;4899;518;458;2137;605;174;308;311;167;169;52
08235047;Neubulach, Stadt;1548;188;89;523;214;100;149;97;97;76;15
08235050;Neuweiler;1004;154;85;302;169;49;97;57;42;43;6
08235055;Oberreichenbach;878;162;56;226;159;42;81;73;33;33;13
08235057;Ostelsheim;691;33;40;256;108;50;25;97;48;28;6
08235060;Rohrdorf;504;53;47;231;56;38;30;22;12;12;3
08235065;Schömberg;1828;227;102;678;234;123;150;123;98;67;26
08235066;Simmersfeld;609;136;50;157;93;26;54;42;29;13;9
08235067;Simmozheim;762;61;57;220;182;66;46;22;24;61;23
08235073;Unterreichenbach;682;139;72;222;91;20;40;45;30;19;4
08235079;Bad Wildbad, Stadt;2461;486;303;1110;192;98;103;101;21;34;13
08235080;Wildberg, Stadt;2876;367;138;1104;528;143;269;130;111;71;15
08235084;Bad Teinach-Zavelstein, Stadt;896;181;63;250;94;56;79;79;64;27;3
08235085;Calw, Stadt;5119;740;474;2192;530;191;286;264;236;139;67
08236004;Birkenfeld;2834;384;344;1150;308;138;185;121;95;87;22
08236011;Eisingen;985;67;60;440;123;49;74;72;46;44;10
08236013;Engelsbrand;1417;158;71;702;137;71;101;82;30;35;30
08236019;Friolzheim;997;73;18;398;185;56;19;91;54;84;19
08236025;Heimsheim, Stadt;1226;36;67;681;111;65;78;89;63;32;4
08236028;Illingen;2126;159;156;1069;226;106;94;164;87;49;16
08236030;Ispringen;1523;134;130;839;182;71;56;48;23;36;4
08236031;Kieselbronn;892;129;68;296;116;30;77;44;53;72;7
08236033;Knittlingen, Stadt;2291;336;169;846;242;123;202;108;112;129;24
08236038;Maulbronn, Stadt;1847;223;193;794;182;88;104;123;79;55;6
08236039;Mönsheim;824;99;42;334;107;43;28;66;71;28;6
08236040;Mühlacker, Stadt;6445;798;759;2944;636;271;345;346;155;146;45
08236043;Neuenbürg, Stadt;1990;360;166;731;273;81;122;82;83;76;16
08236044;Neuhausen;1751;162;77;707;287;100;174;127;57;42;18
08236046;Niefern-Öschelbronn;2854;314;292;1108;288;165;206;232;131;67;51
08236050;Ötisheim;1481;193;126;650;145;85;72;89;59;40;22
08236061;Sternenfels;954;127;62;363;124;64;75;72;23;31;13
08236062;Tiefenbronn;1606;113;67;624;348;88;123;134;35;46;28
08236065;Wiernsheim;1963;166;104;755;246;187;185;129;56;100;35
08236067;Wimsheim;765;76;46;281;111;37;78;68;27;38;3
08236068;Wurmberg;867;111;64;319;97;45;50;67;44;49;21
08236070;Keltern;2819;434;239;1072;383;121;175;157;121;79;38
08236071;Remchingen;3205;358;214;1282;444;152;242;207;112;160;34
08236072;Straubenhardt;3178;404;275;1086;367;234;251;205;160;164;32
08236073;Neulingen;1858;257;82;571;185;144;157;259;74;76;53
08236074;Kämpfelbach;1894;222;169;740;257;86;120;91;80;93;36
08236075;Ölbronn-Dürrn;1045;182;60;361;151;47;74;85;43;29;13
08236076;Königsbach-Stein;2896;332;232;1326;328;115;199;177;86;80;21
08237002;Alpirsbach, Stadt;1900;334;209;762;224;59;88;116;62;40;6
08237004;Baiersbronn;3727;733;469;1560;270;129;195;191;96;59;25
08237008;Betzweiler-Wälde;-;-;-;-;-;-;-;-;-;-;-
08237019;Dornstetten, Stadt;1752;186;169;708;199;77;142;116;73;66;16
08237024;Empfingen;1136;143;104;360;111;77;115;96;41;86;3
08237027;Eutingen im Gäu;1656;240;60;510;241;69;189;178;102;52;15
08237028;Freudenstadt, Stadt;4994;632;732;2343;450;151;212;229;122;95;28
08237030;Glatten;704;111;77;265;93;24;46;48;20;10;10
08237032;Grömbach;193;35;18;46;9;13;32;12;13;15;-
08237040;Horb am Neckar, Stadt;6943;1185;483;2547;834;337;561;452;254;213;77
08237045;Loßburg;2180;326;222;838;240;68;181;164;82;40;19
08237054;Pfalzgrafenweiler;1753;236;140;654;211;90;135;119;77;70;21
08237061;Schopfloch;686;108;55;200;62;52;50;59;46;41;13
08237072;Wörnersberg;71;21;-;14;12;-;6;9;6;3;-
08237073;Seewald;665;119;71;233;71;27;54;55;13;22;-
08237074;Waldachtal;1808;218;166;709;266;72;120;127;67;45;18
08237075;Bad Rippoldsau-Schapbach;594;145;50;233;64;21;25;27;16;10;3
08311000;Freiburg im Breisgau, Stadtkreis;26618;3875;3359;10761;2450;1051;1260;1534;1117;889;322
08315003;Au;341;43;6;104;56;4;40;35;13;36;4
08315004;Auggen;689;86;48;239;94;13;36;82;35;28;28
08315006;Bad Krozingen, Stadt;3427;272;159;1324;408;175;256;273;234;268;58
08315007;Badenweiler;1119;239;99;484;64;16;64;61;37;43;12
08315008;Ballrechten-Dottingen;597;72;13;196;79;38;54;58;41;29;17
08315013;Bötzingen;1090;125;59;452;172;40;74;81;38;42;7
08315014;Bollschweil;579;67;24;234;78;50;40;44;9;24;9
08315015;Breisach am Rhein, Stadt;3214;247;137;1097;450;191;312;283;275;180;42
08315016;Breitnau;432;116;23;102;48;32;35;31;30;12;3
08315020;Buchenbach;705;96;25;287;93;24;48;87;30;15;-
08315022;Buggingen;1067;145;100;378;140;80;70;74;33;39;8
08315028;Ebringen;695;89;46;224;77;42;66;66;32;43;10
08315030;Eichstetten am Kaiserstuhl;795;140;47;239;94;53;56;63;47;40;16
08315031;Eisenbach (Hochschwarzwald);586;132;31;229;80;21;29;39;19;3;3
08315033;Eschbach;593;49;21;102;115;52;63;96;49;33;13
08315037;Feldberg (Schwarzwald);674;93;59;328;95;18;29;21;10;15;6
08315039;Friedenweiler;529;72;32;207;53;23;45;46;29;19;3
08315041;Glottertal;696;116;44;211;68;51;79;67;34;20;6
08315043;Gottenheim;715;77;43;253;116;26;71;42;43;28;16
08315047;Gundelfingen;2155;85;94;1120;346;105;85;139;112;42;27
08315048;Hartheim am Rhein;1111;74;55;363;179;91;113;123;43;58;12
08315050;Heitersheim, Stadt;1343;86;62;450;225;71;100;135;94;107;13
08315051;Heuweiler;274;39;6;118;42;22;12;22;3;10;-
08315052;Hinterzarten;631;95;113;275;47;19;30;31;9;6;6
08315056;Horben;280;46;19;59;29;12;24;53;18;7;13
08315059;Ihringen;1573;257;87;573;197;79;132;98;84;60;6
08315064;Kirchzarten;2233;170;91;1093;264;90;204;118;90;92;21
08315068;Lenzkirch;1244;314;81;505;130;37;41;59;29;48;-
08315070;Löffingen, Stadt;2024;357;177;695;238;92;140;182;73;39;31
08315072;Merdingen;694;96;36;237;105;42;43;70;47;18;-
08315073;Merzhausen;1032;49;49;544;164;44;68;46;24;32;12
08315074;Müllheim, Stadt;3975;627;186;1401;472;211;313;330;223;162;50
08315076;Neuenburg am Rhein, Stadt;2806;148;111;1030;424;144;309;281;179;146;34
08315084;Oberried;669;94;48;221;84;45;49;75;25;28;-
08315089;Pfaffenweiler;659;79;18;293;142;31;35;16;25;14;6
08315094;St. Märgen;437;114;31;147;49;28;25;21;0;16;6
08315095;St. Peter;560;109;34;203;40;31;47;46;32;15;3
08315098;Schallstadt;1548;168;75;559;232;107;125;110;48;58;66
08315102;Schluchsee;752;132;68;309;112;23;27;37;28;12;4
08315107;Sölden;339;23;11;102;63;44;34;25;13;15;9
08315108;Staufen im Breisgau, Stadt;1786;271;88;648;198;107;118;133;125;59;39
08315109;Stegen;945;77;22;437;92;60;81;94;46;30;6
08315111;Sulzburg, Stadt;770;159;46;273;68;39;45;38;42;30;30
08315113;Titisee-Neustadt, Stadt;2436;446;296;978;265;98;156;90;49;34;24
08315115;Umkirch;851;29;16;395;164;62;68;34;29;13;41
08315125;Wittnau;373;30;0;146;54;14;33;44;25;18;9
08315130;Münstertal/Schwarzwald;1187;285;58;402;157;57;63;87;32;31;15
08315131;Ehrenkirchen;1770;296;79;592;179;100;123;99;174;107;21
08315132;March;1913;128;93;871;295;90;150;148;60;32;46
08315133;Vogtsburg im Kaiserstuhl, Stadt;1744;334;117;645;189;72;109;155;72;48;3
08316002;Bahlingen am Kaiserstuhl;993;131;80;303;166;57;75;84;47;32;18
08316003;Biederbach;464;74;31;147;56;21;41;56;16;15;7
08316009;Denzlingen;2345;129;128;1126;260;104;181;196;80;94;47
08316010;Elzach, Stadt;1795;250;105;648;210;67;151;162;121;67;14
08316011;Emmendingen, Stadt;5072;550;544;2111;505;209;371;323;132;229;98
08316012;Endingen am Kaiserstuhl, Stadt;2285;390;148;685;304;130;185;187;122;115;19
08316013;Forchheim;390;110;22;98;39;12;33;29;15;29;3
08316014;Gutach im Breisgau;887;173;61;279;74;58;45;75;51;43;28
08316017;Herbolzheim, Stadt;2550;496;202;811;210;103;183;216;155;145;29
08316020;Kenzingen, Stadt;2299;378;192;664;266;218;162;154;100;116;49
08316024;Malterdingen;777;125;59;222;73;28;53;86;65;60;6
08316036;Reute;747;62;20;259;115;65;74;88;44;17;3
08316037;Riegel am Kaiserstuhl;791;120;44;250;70;55;63;77;45;57;10
08316038;Sasbach am Kaiserstuhl;990;124;75;329;124;41;69;88;62;68;10
08316039;Sexau;832;113;46;273;119;29;91;84;28;49;-
08316042;Simonswald;822;178;36;245;118;21;61;80;31;43;9
08316043;Teningen;2958;393;277;1282;290;116;216;155;87;89;53
08316045;Vörstetten;751;106;20;182;115;47;78;79;37;74;13
08316049;Weisweil;602;60;38;188;89;12;91;74;18;23;9
08316051;Wyhl am Kaiserstuhl;966;105;89;317;129;66;63;95;51;47;4
08316053;Rheinhausen;1032;121;77;421;142;16;59;81;42;57;16
08316054;Freiamt;1040;178;87;373;80;56;64;87;56;43;16
08316055;Winden im Elztal;707;113;49;251;47;34;58;50;40;56;9
08316056;Waldkirch, Stadt;3866;567;365;1584;385;158;212;170;166;206;53
08317001;Achern, Stadt;6066;733;513;2340;680;285;428;448;318;247;74
08317005;Appenweier;2515;259;192;983;334;132;209;130;131;124;21
08317008;Bad Peterstal-Griesbach;664;118;93;308;52;25;23;16;14;9;6
08317009;Berghaupten;603;71;41;250;91;10;49;48;19;21;3
08317011;Biberach;869;106;84;325;103;34;82;40;32;45;18
08317021;Durbach;1034;114;73;413;148;40;82;99;34;28;3
08317026;Ettenheim, Stadt;3166;563;162;1045;268;218;238;213;221;199;39
08317029;Fischerbach;438;50;18;197;40;12;39;48;18;10;6
08317031;Friesenheim;3247;539;272;1219;353;166;200;215;139;114;30
08317034;Gengenbach, Stadt;2258;359;167;920;268;123;121;137;75;62;26
08317039;Gutach (Schwarzwaldbahn);655;195;73;200;55;39;12;48;12;18;3
08317040;Haslach im Kinzigtal, Stadt;1564;269;201;576;133;71;117;74;72;45;6
08317041;Hausach, Stadt;1269;162;121;488;168;65;60;104;22;63;16
08317046;Hofstetten;392;24;34;142;58;18;38;29;12;33;4
08317047;Hohberg;2077;244;187;822;211;121;128;168;109;69;18
08317051;Hornberg, Stadt;1072;243;180;421;60;21;59;51;28;9;-
08317056;Kappelrodeck;1563;177;135;670;177;41;109;97;49;66;42
08317057;Kehl, Stadt;7878;1053;868;3204;770;304;472;474;309;329;95
08317059;Kippenheim;1373;211;59;501;177;91;116;95;53;58;12
08317065;Lahr/Schwarzwald, Stadt;8156;1358;935;3194;810;315;287;587;336;248;86
08317067;Lautenbach;489;80;57;184;63;19;29;22;16;10;9
08317068;Lauf;1090;128;80;444;151;35;75;88;41;25;23
08317073;Mahlberg, Stadt;1127;129;85;371;207;66;99;52;40;59;19
08317075;Meißenheim;1097;214;107;375;101;37;65;78;47;57;16
08317078;Mühlenbach;405;73;18;127;55;17;46;39;21;9;-
08317085;Nordrach;516;109;67;149;59;33;23;36;31;6;3
08317088;Oberharmersbach;632;106;56;222;72;34;52;39;29;15;7
08317089;Oberkirch, Stadt;4636;436;300;1811;585;284;349;388;180;158;145
08317093;Oberwolfach;694;145;54;250;83;12;45;60;19;26;-
08317096;Offenburg, Stadt;11718;1354;1297;5273;1144;478;570;631;504;362;105
08317097;Ohlsbach;846;86;59;284;74;49;60;111;69;51;3
08317098;Oppenau, Stadt;1185;249;118;453;136;46;62;45;38;25;13
08317100;Ortenberg;862;102;58;351;94;35;45;82;39;40;16
08317102;Ottenhöfen im Schwarzwald;831;135;100;375;63;41;38;39;24;10;6
08317110;Renchen, Stadt;2027;242;140;789;202;127;132;161;106;93;35
08317113;Ringsheim;662;120;75;224;71;26;34;44;26;35;7
08317114;Rust;881;81;41;301;112;40;100;68;41;73;24
08317116;Sasbach;1374;154;108;551;158;93;68;118;78;28;18
08317118;Sasbachwalden;692;103;43;281;103;23;34;55;28;22;-
08317121;Schuttertal;831;181;79;277;90;44;43;59;32;26;-
08317122;Schutterwald;1942;195;144;824;246;123;120;126;70;72;22
08317126;Seebach;410;54;56;166;31;19;28;22;17;17;-
08317127;Seelbach;1372;246;78;593;134;51;79;112;37;33;9
08317129;Steinach;1034;159;72;379;95;60;87;78;60;40;4
08317141;Willstätt;2431;434;153;865;256;115;154;198;114;107;35
08317145;Wolfach, Stadt;1511;288;149;624;147;44;91;81;41;43;3
08317146;Zell am Harmersbach, Stadt;1855;216;106;702;254;114;170;122;63;77;31
08317150;Schwanau;1967;435;182;608;170;75;118;153;113;92;21
08317151;Neuried;2603;552;205;747;310;105;202;189;104;138;51
08317152;Kappel-Grafenhausen;1283;213;99;340;177;73;86;167;78;43;7
08317153;Rheinau, Stadt;3389;706;245;1069;404;144;227;223;155;165;51
08317971;Rheinau, gemeindefreies Gebiet;-;-;-;-;-;-;-;-;-;-;-
08325001;Aichhalden;1270;172;127;522;122;39;91;78;63;44;12
08325009;Bösingen;1001;77;64;381;153;44;107;83;33;53;6
08325011;Dietingen;1306;174;105;494;156;72;115;73;55;53;9
08325012;Dornhan, Stadt;2014;347;182;743;227;81;156;108;82;71;17
08325014;Dunningen;1749;204;120;615;201;90;129;177;98;81;34
08325015;Epfendorf;1045;133;85;453;101;42;79;80;50;9;13
08325024;Hardt;737;67;50;294;94;32;54;76;46;21;3
08325036;Lauterbach;852;160;152;340;72;13;24;60;9;16;6
08325045;Oberndorf am Neckar, Stadt;3946;607;643;1677;314;101;215;152;81;112;44
08325049;Rottweil, Stadt;5905;937;793;2413;522;190;294;282;203;214;57
08325050;Schenkenzell;600;147;63;233;52;15;21;28;25;13;3
08325051;Schiltach, Stadt;1141;264;150;375;100;25;87;46;57;31;6
08325053;Schramberg, Stadt;5468;883;766;2215;629;200;281;230;148;97;19
08325057;Sulz am Neckar, Stadt;3700;618;426;1303;375;192;249;274;132;101;30
08325058;Tennenbronn;-;-;-;-;-;-;-;-;-;-;-
08325060;Villingendorf;921;35;76;348;116;48;83;103;78;27;7
08325061;Vöhringen;1328;177;94;484;167;76;97;130;65;32;6
08325064;Wellendingen;996;124;110;340;118;48;63;83;58;36;16
08325069;Zimmern ob Rottweil;1683;204;115;624;227;80;167;119;73;51;23
08325070;Fluorn-Winzeln;1020;138;120;388;94;57;61;61;43;36;22
08325071;Eschbronn;687;110;55;272;68;22;41;52;23;28;16
08325072;Deißlingen;1868;240;231;694;209;69;113;132;76;94;10
08326003;Bad Dürrheim, Stadt;2873;333;222;1143;336;158;168;172;112;136;93
08326005;Blumberg, Stadt;2684;341;673;857;229;108;157;174;70;57;18
08326006;Bräunlingen, Stadt;1634;194;136;661;182;67;135;133;59;61;6
08326010;Dauchingen;946;45;57;399;133;38;106;64;33;30;41
08326012;Donaueschingen, Stadt;4981;642;534;1884;596;274;398;319;178;117;39
08326017;Furtwangen im Schwarzwald, Stadt;2042;530;137;861;133;57;107;127;50;27;13
08326020;Gütenbach;320;84;20;142;21;6;25;13;6;3;-
08326027;Hüfingen, Stadt;1892;274;168;612;240;54;153;184;105;79;23
08326031;Königsfeld im Schwarzwald;1617;247;99;616;169;91;110;124;77;60;24
08326037;Mönchweiler;837;88;77;409;109;23;45;21;24;28;13
08326041;Niedereschach;1650;127;99;559;288;93;148;181;68;61;26
08326052;St. Georgen im Schwarzwald, Stadt;3073;491;300;1463;268;63;125;162;106;68;27
08326054;Schönwald im Schwarzwald;707;117;41;394;98;19;12;7;13;6;-
08326055;Schonach im Schwarzwald;1028;166;98;443;116;40;38;73;27;23;4
08326060;Triberg im Schwarzwald, Stadt;1153;383;186;397;75;3;26;39;27;13;4
08326061;Tuningen;887;182;46;324;86;19;75;68;27;41;19
08326065;Unterkirnach;585;73;21;275;53;9;71;55;15;3;10
08326068;Vöhrenbach, Stadt;1013;305;89;373;62;23;53;49;35;21;3
08326074;Villingen-Schwenningen, Stadt;16214;2015;2593;7066;1405;529;725;816;518;396;151
08326075;Brigachtal;1272;106;44;602;152;74;105;96;47;33;13
08327002;Aldingen;1947;237;116;879;172;53;160;147;93;70;20
08327004;Bärenthal;173;24;9;48;39;19;15;13;6;-;-
08327005;Balgheim;353;33;14;97;43;25;35;29;20;48;9
08327006;Böttingen;512;66;32;199;50;33;47;31;28;16;10
08327007;Bubsheim;360;48;24;87;37;34;28;45;28;29;-
08327008;Buchheim;227;58;25;46;38;-;21;22;14;3;-
08327009;Deilingen;638;53;48;273;99;32;61;32;27;10;3
08327010;Denkingen;759;69;54;283;101;56;41;60;71;18;6
08327011;Dürbheim;537;64;47;177;61;51;37;38;20;36;6
08327012;Durchhausen;296;42;20;96;43;3;31;27;16;12;6
08327013;Egesheim;188;33;0;85;7;13;19;7;15;9;-
08327016;Fridingen an der Donau, Stadt;1046;102;104;475;118;65;66;53;23;21;19
08327017;Frittlingen;634;92;31;227;96;10;60;57;26;25;10
08327018;Geisingen, Stadt;1644;290;103;570;179;66;149;139;74;45;29
08327019;Gosheim;1079;37;79;527;102;64;97;66;58;27;22
08327020;Gunningen;216;27;6;75;24;22;15;4;29;14;-
08327023;Hausen ob Verena;273;50;18;81;32;12;28;25;12;12;3
08327025;Immendingen;1524;212;167;520;167;52;113;158;59;61;15
08327027;Irndorf;294;46;19;94;47;17;32;26;7;6;-
08327029;Königsheim;212;18;11;95;15;22;3;18;9;15;6
08327030;Kolbingen;421;49;23;175;53;19;25;46;12;19;-
08327033;Mahlstetten;312;60;12;102;60;28;22;3;6;19;-
08327036;Mühlheim an der Donau, Stadt;1149;155;103;460;155;42;76;82;37;33;6
08327038;Neuhausen ob Eck;1198;181;86;387;134;79;66;138;59;56;12
08327040;Reichenbach am Heuberg;159;24;11;57;25;4;13;12;9;4;-
08327041;Renquishausen;268;29;19;92;25;25;24;16;25;6;7
