GENESIS-Tabelle: 12613-01-01-5-B
Sterbefälle: Gestorbene nach Geschlecht - Jahressumme -;;;;;
regionale Ebenen;;;;;
Statistik der Sterbefälle;;;;;
Gestorbene (Anzahl);;;;;
;;;Geschlecht;Geschlecht;Geschlecht
;;;Insgesamt;männlich;weiblich
2010;0713808006;Breitscheid Kr Neuwied;17;7;10
2010;0713808007;Hausen (Wied);32;14;18
2010;0713808010;Datzeroth;5;3;2
2010;0713808047;Niederbreitbach;16;10;6
2010;0713808065;Roßbach, Wied;12;5;7
2010;0713808076;Waldbreitbach;17;7;10
2010;0714000501;Boppard, verbandsfr. Gemeinde;198;91;107
2010;0714002;Emmelshausen, Verbandsgem.;154;77;77
2010;0714002005;Badenhard;1;0;1
2010;0714002014;Bickenbach, Hunsrück;4;0;4
2010;0714002016;Birkheim;0;0;0
2010;0714002031;Dörth;3;2;1
2010;0714002036;Emmelshausen;76;29;47
2010;0714002043;Gondershausen;7;5;2
2010;0714002045;Halsenbach;8;4;4
2010;0714002047;Hausbay;4;3;1
2010;0714002060;Hungenroth;3;2;1
2010;0714002063;Karbach, Hunsrück;7;5;2
2010;0714002075;Kratzenburg;1;1;0
2010;0714002084;Leiningen;5;3;2
2010;0714002087;Lingerhahn;10;9;1
2010;0714002089;Maisborn;0;0;0
2010;0714002093;Mermuth;0;0;0
2010;0714002098;Mühlpfad;0;0;0
2010;0714002102;Ney;0;0;0
2010;0714002108;Niedert;0;0;0
2010;0714002110;Norath;4;3;1
2010;0714002117;Pfalzfeld;4;1;3
2010;0714002140;Schwall;3;1;2
2010;0714002149;Thörlingen;1;1;0
2010;0714002156;Utzenhain;1;1;0
2010;0714002201;Beulich;4;2;2
2010;0714002205;Morshausen;8;5;3
2010;0714003;Kastellaun, Verbandsgem.;190;88;102
2010;0714003001;Alterkülz;2;1;1
2010;0714003009;Bell (Hunsrück);17;11;6
2010;0714003010;Beltheim;34;16;18
2010;0714003018;Braunshorn;8;4;4
2010;0714003021;Buch, Hunsrück;6;0;6
2010;0714003042;Gödenroth;4;4;0
2010;0714003046;Hasselbach, Hunsrück;2;1;1
2010;0714003055;Hollnich;0;0;0
2010;0714003064;Kastellaun;83;32;51
2010;0714003073;Korweiler;0;0;0
2010;0714003095;Michelbach, Hunsrück;3;2;1
2010;0714003131;Roth, Rhein-Hunsrück-Kr;2;0;2
2010;0714003147;Spesenroth;3;1;2
2010;0714003153;Uhler;3;1;2
2010;0714003202;Dommershausen;9;7;2
2010;0714003204;Mastershausen;14;8;6
2010;0714003502;Lahr;-;-;-
2010;0714003503;Mörsdorf;-;-;-
2010;0714003504;Zilshausen;-;-;-
2010;0714004;Kirchberg (Hunsrück), Verbandsgem.;201;101;100
2010;0714004006;Bärenbach b Simmern, Hunsrück;3;2;1
2010;0714004007;Belg;3;1;2
2010;0714004024;Büchenbeuren;9;5;4
2010;0714004028;Dickenschied;7;2;5
2010;0714004029;Dill;1;1;0
2010;0714004030;Dillendorf;10;4;6
2010;0714004040;Gehlweiler;3;2;1
2010;0714004041;Gemünden, Hunsrück;23;8;15
2010;0714004044;Hahn;2;2;0
2010;0714004048;Hecken;1;0;1
2010;0714004049;Heinzenbach;4;4;0
2010;0714004050;Henau;2;1;1
2010;0714004053;Hirschfeld (Hunsrück);4;0;4
2010;0714004062;Kappel;3;1;2
2010;0714004067;Kirchberg (Hunsrück);25;14;11
2010;0714004071;Kludenbach;1;0;1
2010;0714004081;Laufersweiler;7;3;4
2010;0714004082;Lautzenhausen;3;3;0
2010;0714004086;Lindenschied;1;1;0
2010;0714004090;Maitzborn;1;1;0
2010;0714004094;Metzenhausen;0;0;0
2010;0714004105;Nieder-Kostenz;3;2;1
2010;0714004107;Niedersohren;6;4;2
2010;0714004109;Niederweiler, Hunsrück;3;3;0
2010;0714004111;Ober Kostenz;2;0;2
2010;0714004120;Raversbeuren;0;0;0
2010;0714004122;Reckershausen;4;3;1
2010;0714004128;Rödelhausen;0;0;0
2010;0714004129;Rödern;4;2;2
2010;0714004130;Rohrbach, Hunsrück;0;0;0
2010;0714004135;Schlierschied;2;2;0
2010;0714004141;Schwarzen;2;0;2
2010;0714004145;Sohren;47;22;25
2010;0714004146;Sohrschied;2;0;2
2010;0714004151;Todenroth;2;2;0
2010;0714004154;Unzenberg;2;2;0
2010;0714004159;Wahlenau;1;0;1
2010;0714004163;Womrath;3;1;2
2010;0714004164;Woppenroth;3;2;1
2010;0714004165;Würrich;2;1;1
2010;0714005;Rheinböllen, Verbandsgem.;98;49;49
2010;0714005003;Argenthal;16;12;4
2010;0714005011;Benzweiler;1;1;0
2010;0714005027;Dichtelbach;6;3;3
2010;0714005035;Ellern (Hunsrück);11;6;5
2010;0714005037;Erbach, Hunsrück;2;1;1
2010;0714005068;Kisselbach;3;1;2
2010;0714005085;Liebshausen;2;0;2
2010;0714005096;Mörschbach;2;1;1
2010;0714005125;Rheinböllen;42;16;26
2010;0714005127;Riesweiler;13;8;5
2010;0714005138;Schnorbach;0;0;0
2010;0714005148;Steinbach, Hunsrück;0;0;0
2010;0714006;Sankt Goar-Oberwesel, Verbandsgem.;119;59;60
2010;0714006025;Damscheid;5;3;2
2010;0714006080;Laudert;7;4;3
2010;0714006104;Niederburg;11;7;4
2010;0714006112;Oberwesel;48;21;27
2010;0714006116;Perscheid;4;3;1
2010;0714006133;Sankt Goar;33;17;16
2010;0714006155;Urbar b St Goar;3;1;2
2010;0714006161;Wiebelsheim;8;3;5
2010;0714007;Simmern/Hunsrück, Verbandsgem.;196;97;99
2010;0714007002;Altweidelbach;4;1;3
2010;0714007008;Belgweiler;2;1;1
2010;0714007012;Bergenhausen;4;3;1
2010;0714007015;Biebern;2;2;0
2010;0714007020;Bubach;2;0;2
2010;0714007023;Budenbach;4;4;0
2010;0714007039;Fronhofen;3;0;3
2010;0714007056;Holzbach;6;4;2
2010;0714007058;Horn;4;3;1
2010;0714007065;Keidelheim;0;0;0
2010;0714007070;Klosterkumbd;1;1;0
2010;0714007076;Külz (Hunsrück);7;4;3
2010;0714007077;Kümbdchen;3;2;1
2010;0714007079;Laubach b Kastellaun;4;1;3
2010;0714007092;Mengerschied;9;4;5
2010;0714007099;Mutterschied;5;3;2
2010;0714007100;Nannhausen;2;2;0
2010;0714007101;Neuerkirch;1;1;0
2010;0714007106;Niederkumbd;2;1;1
2010;0714007113;Ohlweiler;2;1;1
2010;0714007115;Oppertshausen;1;1;0
2010;0714007118;Pleizenhausen;2;1;1
2010;0714007119;Ravengiersburg;3;1;2
2010;0714007121;Rayerschied;1;1;0
2010;0714007123;Reich;3;2;1
2010;0714007126;Riegenroth;0;0;0
2010;0714007134;Sargenroth;6;4;2
2010;0714007139;Schönborn, Hunsrück;6;2;4
2010;0714007144;Simmern/Hunsrück;100;44;56
2010;0714007150;Tiefenbach, Hunsrück;4;1;3
2010;0714007158;Wahlbach;2;1;1
2010;0714007166;Wüschheim;1;1;0
2010;0714100075;Lahnstein, verbandsfr. Gemeinde;214;93;121
2010;0714101;Bad Ems, Verbandsgem.;222;96;126
2010;0714101006;Bad Ems;134;54;80
2010;0714101008;Becheln;4;2;2
2010;0714101025;Dausenau;12;6;6
2010;0714101041;Fachbach;11;5;6
2010;0714101044;Frücht;5;2;3
2010;0714101071;Kemmenau;3;3;0
2010;0714101086;Miellen;6;2;4
2010;0714101098;Nievern;7;4;3
2010;0714101201;Arzbach;40;18;22
2010;0714102;Braubach, Verbandsgem.;114;62;52
2010;0714102023;Dachsenhausen;10;7;3
2010;0714102042;Filsen;4;3;1
2010;0714102066;Kamp-Bornhofen;55;25;30
2010;0714102108;Osterspai;13;8;5
2010;0714102501;Braubach;32;19;13
2010;0714103;Diez, Verbandsgem.;276;133;143
2010;0714103002;Altendiez;14;9;5
2010;0714103005;Aull;4;1;3
2010;0714103014;Birlenbach;8;3;5
2010;0714103021;Charlottenberg;3;2;1
2010;0714103022;Cramberg;3;2;1
2010;0714103029;Diez;144;68;76
2010;0714103030;Dörnberg;8;1;7
2010;0714103038;Eppenrod;7;3;4
2010;0714103045;Geilnau;6;2;4
2010;0714103049;Gückingen;11;5;6
2010;0714103052;Hambach;4;3;1
2010;0714103053;Heistenbach;7;5;2
2010;0714103057;Hirschberg, Rhein-Lahn-Kreis;4;3;1
2010;0714103059;Holzappel;8;5;3
2010;0714103061;Holzheim, Rhein-Lahn-Kreis;9;2;7
2010;0714103062;Horhausen, Rhein-Lahn-Kreis;2;1;1
2010;0714103064;Isselbach;3;1;2
2010;0714103076;Langenscheid;5;1;4
2010;0714103077;Laurenburg;11;7;4
2010;0714103124;Scheidt;3;2;1
2010;0714103130;Steinsberg;4;2;2
2010;0714103133;Wasenbach;1;1;0
2010;0714103503;Balduinstein;7;4;3
2010;0714104;Hahnstätten, Verbandsgem.;81;41;40
2010;0714104020;Burgschwalbach;9;5;4
2010;0714104043;Flacht;7;4;3
2010;0714104051;Hahnstätten;23;12;11
2010;0714104065;Kaltenholzhausen;4;2;2
2010;0714104081;Lohrheim;7;3;4
2010;0714104089;Mudershausen;2;0;2
2010;0714104093;Netzbach;2;1;1
2010;0714104095;Niederneisen;16;8;8
2010;0714104102;Oberneisen;9;5;4
2010;0714104125;Schiesheim;2;1;1
2010;0714105;Katzenelnbogen, Verbandsgem.;136;58;78
2010;0714105001;Allendorf, Rhein-Lahn-Kreis;4;1;3
2010;0714105010;Berghausen;3;2;1
2010;0714105011;Berndroth;4;4;0
2010;0714105013;Biebrich;4;1;3
2010;0714105018;Bremberg;1;1;0
2010;0714105032;Dörsdorf;1;0;1
2010;0714105034;Ebertshausen;1;0;1
2010;0714105036;Eisighofen;3;1;2
2010;0714105039;Ergeshausen;0;0;0
2010;0714105050;Gutenacker;1;1;0
2010;0714105054;Herold;3;3;0
2010;0714105068;Katzenelnbogen;69;24;45
2010;0714105073;Klingelbach;6;3;3
2010;0714105074;Kördorf;6;2;4
2010;0714105088;Mittelfischbach;2;2;0
2010;0714105096;Niedertiefenbach;6;1;5
2010;0714105101;Oberfischbach;3;1;2
2010;0714105113;Reckenroth;1;1;0
2010;0714105117;Rettert;7;3;4
2010;0714105118;Roth, Rhein-Lahn-Kreis;2;1;1
2010;0714105126;Schönborn, Rhein-Lahn-Kreis;9;6;3
2010;0714106;Nassau, Verbandsgem.;124;64;60
2010;0714106003;Attenhausen;3;2;1
2010;0714106026;Dessighofen;1;1;0
2010;0714106027;Dienethal;3;1;2
2010;0714106033;Dornholzhausen;4;1;3
2010;0714106046;Geisig;4;3;1
2010;0714106058;Hömberg;3;2;1
2010;0714106082;Lollschied;1;1;0
2010;0714106087;Misselberg;1;0;1
2010;0714106091;Nassau;62;27;35
2010;0714106103;Obernhof;6;3;3
2010;0714106106;Oberwies;2;2;0
2010;0714106111;Pohl;7;4;3
2010;0714106127;Schweighausen;0;0;0
2010;0714106128;Seelbach b Nassau, Lahn;5;4;1
2010;0714106129;Singhofen;11;7;4
2010;0714106132;Sulzbach, Rhein-Lahn-Kreis;2;1;1
2010;0714106135;Weinähr;4;3;1
2010;0714106139;Winden, Rhein-Lahn-Kreis;5;2;3
2010;0714106141;Zimmerschied;0;0;0
2010;0714107;Nastätten, Verbandsgem.;165;67;98
2010;0714107009;Berg, Taunus;2;0;2
2010;0714107012;Bettendorf;5;2;3
2010;0714107015;Bogel;6;3;3
2010;0714107019;Buch, Taunus;8;2;6
2010;0714107035;Ehr;1;1;0
2010;0714107037;Endlichhofen;1;1;0
2010;0714107040;Eschbach b Nastätten;3;2;1
2010;0714107047;Gemmerich;1;1;0
2010;0714107055;Himmighofen;2;1;1
2010;0714107060;Holzhausen an der Haide;13;6;7
2010;0714107063;Hunzel;3;3;0
2010;0714107067;Kasdorf;3;2;1
2010;0714107070;Kehlbach;10;2;8
2010;0714107078;Lautert;2;1;1
2010;0714107080;Lipporn;3;3;0
2010;0714107084;Marienfels;4;1;3
2010;0714107085;Miehlen;16;6;10
2010;0714107092;Nastätten;46;13;33
2010;0714107094;Niederbachheim;2;2;0
2010;0714107097;Niederwallmenach;5;2;3
2010;0714107100;Oberbachheim;4;2;2
2010;0714107104;Obertiefenbach;2;1;1
2010;0714107105;Oberwallmenach;1;0;1
2010;0714107107;Oelsberg;3;0;3
2010;0714107110;Hainau;3;2;1
2010;0714107116;Rettershain;5;2;3
2010;0714107120;Ruppertshofen, Taunus;4;1;3
2010;0714107131;Strüth;3;3;0
2010;0714107134;Weidenbach, Taunus;0;0;0
2010;0714107137;Welterod;3;1;2
2010;0714107140;Winterwerb;0;0;0
2010;0714107502;Diethardt;1;1;0
2010;0714108;Loreley, Verbandsgem.;112;64;48
2010;0714108004;Auel;3;1;2
2010;0714108016;Bornich;7;2;5
2010;0714108024;Dahlheim;6;1;5
2010;0714108031;Dörscheid;4;3;1
2010;0714108069;Kaub;15;12;3
2010;0714108072;Kestert;5;5;0
2010;0714108079;Lierschied;5;4;1
2010;0714108083;Lykershausen;2;1;1
2010;0714108099;Nochern;1;1;0
2010;0714108109;Patersberg;8;4;4
2010;0714108112;Prath;7;3;4
2010;0714108114;Reichenberg, Rhein-Lahn-Kreis;4;2;2
2010;0714108115;Reitzenhain;4;2;2
2010;0714108121;Sankt Goarshausen;18;11;7
2010;0714108122;Sauerthal;2;1;1
2010;0714108136;Weisel;17;8;9
2010;0714108138;Weyer;4;3;1
2010;0714109;Loreley, Verbandsgem.;-;-;-
2010;0714109004;Auel;-;-;-
2010;0714109016;Bornich;-;-;-
2010;0714109023;Dachsenhausen;-;-;-
2010;0714109024;Dahlheim;-;-;-
2010;0714109031;Dörscheid;-;-;-
2010;0714109042;Filsen;-;-;-
2010;0714109066;Kamp-Bornhofen;-;-;-
2010;0714109069;Kaub, Stadt;-;-;-
2010;0714109072;Kestert;-;-;-
2010;0714109079;Lierschied;-;-;-
2010;0714109083;Lykershausen;-;-;-
2010;0714109099;Nochern;-;-;-
2010;0714109108;Osterspai;-;-;-
2010;0714109109;Patersberg;-;-;-
2010;0714109112;Prath;-;-;-
2010;0714109114;Reichenberg;-;-;-
2010;0714109115;Reitzenhain;-;-;-
2010;0714109121;Sankt Goarshausen, Loreleystadt, Stadt;-;-;-
2010;0714109122;Sauerthal;-;-;-
2010;0714109136;Weisel;-;-;-
2010;0714109138;Weyer;-;-;-
2010;0714109501;Braubach, Stadt;-;-;-
2010;0714301;Bad Marienberg (Westerwald), Verbandsgem.;266;116;150
2010;0714301206;Bad Marienberg (Westerwald);102;40;62
2010;0714301211;Bölsberg;2;1;1
2010;0714301216;Dreisbach;4;3;1
2010;0714301222;Fehl-Ritzhausen;9;2;7
2010;0714301227;Großseifen;5;5;0
2010;0714301231;Hahn bei Marienberg;4;4;0
2010;0714301234;Hardt, Westerwald;5;3;2
2010;0714301243;Hof;8;3;5
2010;0714301248;Kirburg;4;2;2
2010;0714301253;Langenbach bei Kirburg;44;15;29
2010;0714301255;Lautzenbrücken;3;1;2
2010;0714301264;Mörlen;3;2;1
2010;0714301270;Neunkhausen;11;4;7
2010;0714301277;Nisterau;7;4;3
2010;0714301279;Nistertal;14;8;6
2010;0714301280;Norken;12;7;5
2010;0714301297;Stockhausen-Illfurth;10;5;5
2010;0714301300;Unnau;19;7;12
2010;0714302;Hachenburg, Verbandsgem.;270;121;149
2010;0714302202;Alpenrod;11;9;2
2010;0714302204;Astert;3;2;1
2010;0714302205;Atzelgift;3;3;0
2010;0714302212;Borod;5;1;4
2010;0714302215;Dreifelden;19;11;8
2010;0714302223;Gehlert;7;6;1
2010;0714302225;Giesenhausen;1;0;1
2010;0714302229;Hachenburg;75;26;49
2010;0714302235;Hattert;10;5;5
2010;0714302236;Heimborn;2;1;1
2010;0714302240;Heuzert;0;0;0
2010;0714302241;Höchstenbach;6;0;6
2010;0714302250;Kroppach;12;6;6
2010;0714302252;Kundert;0;0;0
2010;0714302257;Limbach, Westerwald;7;2;5
2010;0714302258;Linden, Westerwald;0;0;0
2010;0714302259;Lochum;1;0;1
2010;0714302260;Luckenbach;5;3;2
2010;0714302261;Marzhausen;2;1;1
2010;0714302262;Merkelbach;3;1;2
2010;0714302265;Mörsbach;4;1;3
2010;0714302267;Mudenbach;11;2;9
2010;0714302268;Mündersbach;6;2;4
2010;0714302269;Müschenbach;9;2;7
2010;0714302276;Nister;15;10;5
2010;0714302287;Roßbach, Westerwald;12;6;6
2010;0714302294;Steinebach an der Wied;6;5;1
2010;0714302296;Stein-Wingert;18;7;11
2010;0714302299;Streithausen;2;2;0
2010;0714302301;Wahlrod;7;2;5
2010;0714302306;Welkenbach;3;2;1
2010;0714302310;Wied;4;3;1
2010;0714302313;Winkelbach;1;0;1
2010;0714303;Höhr-Grenzhausen, Verbandsgem.;167;78;89
2010;0714303030;Hilgert;18;11;7
2010;0714303031;Hillscheid;23;13;10
2010;0714303032;Höhr-Grenzhausen;125;54;71
2010;0714303040;Kammerforst, Westerwald;1;0;1
2010;0714304;Montabaur, Verbandsgem.;386;173;213
2010;0714304005;Boden;6;3;3
2010;0714304008;Daubach, Westerwald;1;1;0
2010;0714304013;Eitelborn;19;10;9
2010;0714304020;Gackenbach;3;1;2
2010;0714304021;Girod;7;6;1
2010;0714304023;Görgeshausen;5;3;2
2010;0714304024;Großholbach;4;2;2
2010;0714304026;Heilberscheid;4;3;1
2010;0714304027;Heiligenroth;12;6;6
2010;0714304033;Holler;9;4;5
2010;0714304034;Horbach, Westerwald;31;8;23
2010;0714304036;Hübingen;1;1;0
2010;0714304039;Kadenbach;19;9;10
2010;0714304048;Montabaur;149;55;94
2010;0714304051;Nentershausen, Westerwald;14;9;5
2010;0714304052;Neuhäusel;10;7;3
2010;0714304053;Niederelbert;16;10;6
2010;0714304054;Niedererbach;9;5;4
2010;0714304055;Nomborn;7;4;3
2010;0714304057;Oberelbert;11;5;6
2010;0714304065;Ruppach-Goldhausen;9;8;1
2010;0714304071;Simmern;23;6;17
2010;0714304072;Stahlhofen;3;1;2
2010;0714304077;Untershausen;3;2;1
2010;0714304079;Welschneudorf;11;4;7
2010;0714305;Ransbach-Baumbach, Verbandsgem.;152;73;79
2010;0714305001;Alsbach;6;4;2
2010;0714305006;Breitenau, Westerwald;4;2;2
2010;0714305007;Caan;4;3;1
2010;0714305009;Deesen;5;3;2
2010;0714305038;Hundsdorf;4;2;2
2010;0714305050;Nauort;19;6;13
2010;0714305059;Oberhaid, Westerwald;4;0;4
2010;0714305062;Ransbach-Baumbach;89;46;43
2010;0714305068;Sessenbach;8;3;5
2010;0714305082;Wirscheid;4;2;2
2010;0714305084;Wittgert;5;2;3
2010;0714306;Rennerod, Verbandsgem.;201;103;98
2010;0714306214;Bretthausen;1;0;1
2010;0714306218;Elsoff (Westerwald);7;4;3
2010;0714306237;Hellenhahn-Schellenberg;9;5;4
2010;0714306244;Homberg, Westerwald;0;0;0
2010;0714306245;Hüblingen;3;1;2
2010;0714306246;Irmtraut;22;11;11
2010;0714306256;Liebenscheid;15;7;8
2010;0714306271;Neunkirchen, Westerwald;4;1;3
2010;0714306272;Neustadt/Westerwald;12;3;9
2010;0714306274;Niederroßbach;6;4;2
2010;0714306278;Nister-Möhrendorf;2;1;1
2010;0714306282;Oberrod;9;6;3
2010;0714306283;Oberroßbach;4;3;1
2010;0714306285;Rehe;12;8;4
2010;0714306286;Rennerod;57;30;27
2010;0714306291;Salzburg;2;2;0
2010;0714306292;Seck;10;3;7
2010;0714306295;Stein-Neukirch;4;3;1
2010;0714306302;Waigandshain;1;0;1
2010;0714306303;Waldmühlen;3;1;2
2010;0714306309;Westernohe;7;2;5
2010;0714306311;Willingen;2;1;1
2010;0714306315;Zehnhausen bei Rennerod;9;7;2
2010;0714307;Selters (Westerwald), Verbandsgem.;145;77;68
2010;0714307015;Ellenhausen;0;0;0
2010;0714307018;Freilingen;12;4;8
2010;0714307019;Freirachdorf;8;4;4
2010;0714307022;Goddert;8;7;1
2010;0714307025;Hartenfels;8;5;3
2010;0714307029;Herschbach;21;12;9
2010;0714307041;Krümmel;2;0;2
2010;0714307044;Marienrachdorf;4;2;2
2010;0714307045;Maroth;2;1;1
2010;0714307046;Maxsain;12;6;6
2010;0714307056;Nordhofen;2;1;1
2010;0714307061;Quirnbach;3;1;2
2010;0714307064;Rückeroth;4;3;1
2010;0714307066;Schenkelberg;4;3;1
2010;0714307067;Selters (Westerwald);25;17;8
2010;0714307069;Sessenhausen;11;4;7
2010;0714307075;Steinen, Westerwald;1;0;1
2010;0714307078;Vielbach;3;1;2
2010;0714307085;Wölferlingen;5;2;3
2010;0714307221;Ewighausen;2;1;1
2010;0714307305;Weidenhahn;8;3;5
2010;0714308;Wallmerod, Verbandsgem.;122;61;61
2010;0714308011;Dreikirchen;10;6;4
2010;0714308037;Hundsangen;12;5;7
2010;0714308058;Obererbach;3;2;1
2010;0714308074;Steinefrenz;7;3;4
2010;0714308080;Weroth;4;2;2
2010;0714308203;Arnshöfen;2;2;0
2010;0714308208;Berod bei Wallmerod;3;1;2
2010;0714308210;Bilkheim;2;1;1
2010;0714308220;Ettinghausen;3;2;1
2010;0714308232;Hahn am See;9;4;5
2010;0714308239;Herschbach (Oberwesterwald);4;3;1
2010;0714308251;Kuhnhöfen;0;0;0
2010;0714308263;Meudt;20;10;10
2010;0714308266;Molsberg;5;2;3
2010;0714308273;Niederahr;8;4;4
2010;0714308281;Oberahr;4;2;2
2010;0714308290;Salz, Westerwald;5;5;0
2010;0714308304;Wallmerod;18;5;13
2010;0714308316;Zehnhausen bei Wallmerod;2;1;1
2010;0714308501;Elbingen;0;0;0
2010;0714308502;Mähren;1;1;0
2010;0714309;Westerburg, Verbandsgem.;236;118;118
2010;0714309200;Ailertchen;6;5;1
2010;0714309207;Bellingen, Westerwald;7;2;5
2010;0714309209;Berzhahn;6;1;5
2010;0714309213;Brandscheid, Westerwald;4;1;3
2010;0714309219;Enspel;0;0;0
2010;0714309224;Gemünden, Westerwald;5;3;2
2010;0714309226;Girkenroth;4;2;2
2010;0714309228;Guckheim;7;7;0
2010;0714309230;Härtlingen;1;1;0
2010;0714309233;Halbs;12;4;8
2010;0714309238;Hergenroth;4;3;1
2010;0714309242;Höhn;28;20;8
2010;0714309247;Kaden;4;1;3
2010;0714309249;Kölbingen;9;4;5
2010;0714309254;Langenhahn;17;8;9
2010;0714309284;Pottum;9;4;5
2010;0714309288;Rotenhain;5;1;4
2010;0714309289;Rothenbach;12;7;5
2010;0714309293;Stahlhofen am Wiesensee;1;0;1
2010;0714309298;Stockum-Püschen;6;4;2
2010;0714309307;Weltersburg;7;2;5
2010;0714309308;Westerburg;73;31;42
2010;0714309312;Willmenrod;6;5;1
2010;0714309314;Winnen;3;2;1
2010;0714310;Wirges, Verbandsgem.;241;112;129
2010;0714310003;Bannberscheid;4;2;2
2010;0714310010;Dernbach (Westerwald);59;21;38
2010;0714310012;Ebernhahn;9;6;3
2010;0714310028;Helferskirchen;10;2;8
2010;0714310042;Leuterod;4;0;4
2010;0714310047;Mogendorf;12;4;8
2010;0714310049;Moschheim;9;3;6
2010;0714310060;Ötzingen;14;7;7
2010;0714310070;Siershahn;30;12;18
2010;0714310073;Staudt;13;11;2
2010;0714310081;Wirges;72;42;30
2010;0714310275;Niedersayn;5;2;3
2010;07211000;Trier, krsfr. Stadt;1117;486;631
2010;0723100134;Wittlich, verbandsfr. Gemeinde;188;94;94
2010;0723100502;Morbach, verbandsfr. Gemeinde;98;52;46
2010;0723101;Bernkastel-Kues, Verbandsgem.;211;108;103
2010;0723101008;Bernkastel-Kues;83;35;48
2010;0723101012;Brauneberg;6;3;3
2010;0723101016;Burgen b Bernkastel-Kues;4;2;2
2010;0723101030;Erden;2;1;1
2010;0723101040;Gornhausen;2;0;2
2010;0723101041;Graach an der Mosel;8;5;3
2010;0723101056;Hochscheid;2;1;1
2010;0723101066;Kesten;5;3;2
2010;0723101070;Kleinich;6;4;2
2010;0723101071;Kommen;0;0;0
2010;0723101075;Lieser;7;5;2
2010;0723101076;Lösnich;2;1;1
2010;0723101077;Longkamp;15;10;5
2010;0723101081;Maring-Noviand;12;8;4
2010;0723101086;Minheim;-;-;-
2010;0723101087;Monzelfeld;14;8;6
2010;0723101090;Mülheim (Mosel);7;3;4
2010;0723101092;Neumagen-Dhron;-;-;-
2010;0723101105;Piesport;-;-;-
2010;0723101125;Ürzig;6;3;3
2010;0723101126;Veldenz;8;4;4
2010;0723101133;Wintrich;7;5;2
2010;0723101136;Zeltingen-Rachtig;15;7;8
2010;0723102;Kröv-Bausendorf, Verbandsgem.;120;59;61
2010;0723102004;Bausendorf;15;11;4
2010;0723102005;Bengel;12;10;2
2010;0723102020;Diefenbach;1;0;1
2010;0723102033;Flußbach;3;1;2
2010;0723102057;Hontheim;10;5;5
2010;0723102067;Kinderbeuern;10;6;4
2010;0723102068;Kinheim;10;8;2
2010;0723102072;Kröv;43;15;28
2010;0723102110;Reil;15;3;12
2010;0723102132;Willwerscheid;1;0;1
2010;0723103;Manderscheid, Verbandsgem.;75;40;35
2010;0723103009;Bettenfeld;10;6;4
2010;0723103021;Dierfeld;0;0;0
2010;0723103025;Eckfeld;2;1;1
2010;0723103026;Eisenschmitt;2;2;0
2010;0723103036;Gipperath;3;2;1
2010;0723103044;Greimerath, Eifel;3;2;1
2010;0723103046;Großlittgen;9;3;6
2010;0723103049;Hasborn;4;3;1
2010;0723103065;Karl;0;0;0
2010;0723103074;Laufeld;6;2;4
2010;0723103080;Manderscheid, Eifel;13;6;7
2010;0723103082;Meerfeld;6;3;3
2010;0723103091;Musweiler;0;0;0
2010;0723103095;Niederöfflingen;5;3;2
2010;0723103096;Niederscheidweiler;1;1;0
2010;0723103100;Oberöfflingen;1;0;1
2010;0723103101;Oberscheidweiler;1;0;1
2010;0723103104;Pantenburg;4;3;1
2010;0723103114;Schladt;4;2;2
2010;0723103116;Schwarzenborn, Eifel;1;1;0
2010;0723103127;Wallscheid;0;0;0
2010;0723105;Neumagen-Dhron, Verbandsgem.;72;37;35
2010;0723105086;Minheim;5;3;2
2010;0723105092;Neumagen-Dhron;29;16;13
2010;0723105105;Piesport;22;9;13
2010;0723105207;Trittenheim;16;9;7
2010;0723106;Thalfang am Erbeskopf, Verbandsgem.;112;54;58
2010;0723106006;Berglicht;9;3;6
2010;0723106017;Burtscheid;2;1;1
2010;0723106018;Deuselbach;3;1;2
2010;0723106019;Dhronecken;4;1;3
2010;0723106032;Etgert;1;0;1
2010;0723106035;Gielert;1;1;0
2010;0723106042;Gräfendhron;2;1;1
2010;0723106054;Hilscheid;5;4;1
2010;0723106058;Horath;6;5;1
2010;0723106064;Immert;2;1;1
2010;0723106078;Lückenburg;0;0;0
2010;0723106079;Malborn;13;5;8
2010;0723106083;Merschbach;1;0;1
2010;0723106093;Neunkirchen, Hunsrück;2;0;2
2010;0723106112;Rorodt;0;0;0
2010;0723106115;Schönberg b Hermeskeil;4;3;1
2010;0723106122;Talling;3;1;2
2010;0723106123;Thalfang;46;22;24
2010;0723106202;Breit;2;2;0
2010;0723106203;Büdlich;0;0;0
2010;0723106204;Heidenburg;6;3;3
2010;0723107;Traben-Trarbach, Verbandsgem.;103;62;41
2010;0723107014;Burg (Mosel);2;2;0
2010;0723107029;Enkirch;9;5;4
2010;0723107120;Starkenburg;4;2;2
2010;0723107124;Traben-Trarbach;76;44;32
2010;0723107206;Lötzbeuren;4;3;1
2010;0723107501;Irmenach;8;6;2
2010;0723108;Wittlich-Land, Verbandsgem.;210;106;104
2010;0723108001;Altrich;7;4;3
2010;0723108003;Arenrath;3;2;1
2010;0723108007;Bergweiler;6;4;2
2010;0723108009;Bettenfeld;-;-;-
2010;0723108010;Binsfeld;14;10;4
2010;0723108013;Bruch;5;2;3
2010;0723108021;Dierfeld;-;-;-
2010;0723108022;Dierscheid;3;2;1
