GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
08325051;Schiltach, Stadt;16;12;4;0;1;17
08325053;Schramberg, Stadt;73;49;23;1;0;76
08325057;Sulz am Neckar, Stadt;51;31;16;4;2;39
08325058;Tennenbronn;-;-;-;-;-;-
08325060;Villingendorf;22;17;5;0;0;21
08325061;Vöhringen;31;20;10;1;1;26
08325064;Wellendingen;7;4;3;0;0;5
08325069;Zimmern ob Rottweil;53;32;20;1;2;44
08325070;Fluorn-Winzeln;14;8;6;0;0;15
08325071;Eschbronn;3;1;2;0;0;1
08325072;Deißlingen;37;17;20;0;2;27
08326003;Bad Dürrheim, Stadt;55;33;21;1;0;47
08326005;Blumberg, Stadt;43;32;9;2;0;49
08326006;Bräunlingen, Stadt;27;19;7;1;1;24
08326010;Dauchingen;6;6;0;0;0;7
08326012;Donaueschingen, Stadt;112;77;31;4;1;112
08326017;Furtwangen im Schwarzwald, Stadt;38;30;7;1;2;43
08326020;Gütenbach;3;2;1;0;0;2
08326027;Hüfingen, Stadt;43;30;12;1;1;50
08326031;Königsfeld im Schwarzwald;19;11;8;0;0;14
08326037;Mönchweiler;14;9;3;2;0;12
08326041;Niedereschach;21;14;6;1;1;19
08326052;St. Georgen im Schwarzwald, Stadt;64;43;16;5;0;60
08326054;Schönwald im Schwarzwald;8;6;1;1;0;7
08326055;Schonach im Schwarzwald;12;12;0;0;1;15
08326060;Triberg im Schwarzwald, Stadt;32;27;5;0;0;31
08326061;Tuningen;18;8;10;0;0;10
08326065;Unterkirnach;5;2;2;1;0;3
08326068;Vöhrenbach, Stadt;14;7;6;1;0;11
08326074;Villingen-Schwenningen, Stadt;417;265;136;16;7;350
08326075;Brigachtal;3;3;0;0;0;5
08327002;Aldingen;41;27;13;1;0;33
08327004;Bärenthal;4;2;2;0;0;4
08327005;Balgheim;7;6;1;0;0;7
08327006;Böttingen;3;3;0;0;0;4
08327007;Bubsheim;3;1;2;0;0;1
08327008;Buchheim;1;0;1;0;0;0
08327009;Deilingen;0;0;0;0;0;0
08327010;Denkingen;8;6;1;1;0;8
08327011;Dürbheim;8;4;3;1;0;8
08327012;Durchhausen;4;3;1;0;0;4
08327013;Egesheim;1;1;0;0;0;1
08327016;Fridingen an der Donau, Stadt;11;9;2;0;1;8
08327017;Frittlingen;8;5;3;0;0;11
08327018;Geisingen, Stadt;41;20;21;0;0;31
08327019;Gosheim;13;10;3;0;0;10
08327020;Gunningen;3;0;3;0;0;0
08327023;Hausen ob Verena;0;0;0;0;0;0
08327025;Immendingen;24;17;6;1;4;21
08327027;Irndorf;3;2;1;0;0;2
08327029;Königsheim;1;1;0;0;0;1
08327030;Kolbingen;6;5;1;0;1;6
08327033;Mahlstetten;2;2;0;0;0;2
08327036;Mühlheim an der Donau, Stadt;13;9;4;0;1;11
08327038;Neuhausen ob Eck;23;10;13;0;0;13
08327040;Reichenbach am Heuberg;1;0;1;0;0;0
08327041;Renquishausen;0;0;0;0;0;0
08327046;Spaichingen, Stadt;54;40;12;2;0;45
08327048;Talheim;4;2;2;0;1;2
08327049;Trossingen, Stadt;65;43;21;1;1;50
08327050;Tuttlingen, Stadt;180;116;59;5;4;148
08327051;Wehingen;11;9;1;1;0;9
08327054;Wurmlingen;17;9;8;0;0;9
08327055;Seitingen-Oberflacht;3;0;3;0;0;0
08327056;Rietheim-Weilheim;4;3;1;0;0;3
08327057;Emmingen-Liptingen;19;13;5;1;2;12
08335001;Aach, Stadt;7;3;4;0;0;4
08335002;Allensbach;36;26;10;0;1;37
08335015;Büsingen am Hochrhein;3;2;1;0;0;2
08335021;Eigeltingen;17;14;3;0;0;16
08335022;Engen, Stadt;78;59;17;2;0;77
08335025;Gaienhofen;11;9;2;0;0;9
08335026;Gailingen am Hochrhein;14;8;6;0;0;10
08335028;Gottmadingen;45;26;17;2;1;31
08335035;Hilzingen;43;29;14;0;0;45
08335043;Konstanz, Universitätsstadt;434;360;65;9;2;409
08335055;Moos;10;7;3;0;0;8
08335057;Mühlingen;5;5;0;0;1;4
08335061;Öhningen;12;10;2;0;0;11
08335063;Radolfzell am Bodensee, Stadt;158;134;20;4;2;181
08335066;Reichenau;55;47;6;2;0;60
08335075;Singen (Hohentwiel), Stadt;338;253;69;16;3;321
08335077;Steißlingen;26;16;9;1;0;26
08335079;Stockach, Stadt;119;87;29;3;3;108
08335080;Tengen, Stadt;24;18;6;0;0;28
08335081;Volkertshausen;13;7;5;1;0;7
08335096;Hohenfels;8;8;0;0;0;10
08335097;Mühlhausen-Ehingen;19;14;4;1;0;22
08335098;Bodman-Ludwigshafen;38;32;6;0;0;39
08335099;Orsingen-Nenzingen;22;12;9;1;0;21
08335100;Rielasingen-Worblingen;35;28;5;2;0;33
08336004;Aitern;1;1;0;0;0;1
08336006;Bad Bellingen;23;12;11;0;0;20
08336008;Binzen;25;18;6;1;0;25
08336010;Böllen;1;0;1;0;0;0
08336012;Bürchau;-;-;-;-;-;-
08336014;Efringen-Kirchen;66;43;21;2;0;51
08336019;Eimeldingen;16;10;6;0;0;11
08336020;Elbenschwand;-;-;-;-;-;-
08336024;Fischingen;1;1;0;0;0;1
08336025;Fröhnd;3;3;0;0;0;5
08336034;Hasel;6;5;1;0;0;8
08336036;Hausen im Wiesental;6;5;1;0;0;8
08336043;Inzlingen;10;9;1;0;0;9
08336045;Kandern, Stadt;23;16;4;3;0;18
08336050;Lörrach, Stadt;288;215;60;13;1;264
08336057;Maulburg;24;21;3;0;0;25
08336060;Neuenweg;-;-;-;-;-;-
08336067;Raich;-;-;-;-;-;-
08336069;Rheinfelden (Baden), Stadt;164;112;47;5;1;137
08336073;Rümmingen;7;5;2;0;1;7
08336074;Sallneck;-;-;-;-;-;-
08336075;Schallbach;1;1;0;0;0;1
08336078;Schliengen;19;14;4;1;0;19
08336079;Schönau im Schwarzwald, Stadt;15;10;5;0;0;14
08336080;Schönenberg;0;0;0;0;0;0
08336081;Schopfheim, Stadt;105;79;21;5;0;112
08336082;Schwörstadt;17;12;3;2;0;15
08336084;Steinen;67;50;17;0;0;76
08336086;Tegernau;-;-;-;-;-;-
08336087;Todtnau, Stadt;29;17;12;0;2;23
08336089;Tunau;0;0;0;0;0;0
08336090;Utzenfeld;3;2;1;0;0;3
08336091;Weil am Rhein, Stadt;250;176;60;14;1;235
08336094;Wembach;2;2;0;0;0;2
08336096;Wieden;3;3;0;0;0;3
08336097;Wies;-;-;-;-;-;-
08336098;Wieslet;-;-;-;-;-;-
08336100;Wittlingen;9;5;3;1;0;6
08336103;Zell im Wiesental, Stadt;35;27;7;1;3;54
08336104;Malsburg-Marzell;5;4;1;0;1;4
08336105;Grenzach-Wyhlen;37;33;3;1;0;40
08336106;Häg-Ehrsberg;6;3;3;0;0;3
08336107;Kleines Wiesental;17;13;3;1;0;15
08337002;Albbruck;31;22;8;1;0;31
08337013;Bernau im Schwarzwald;6;4;2;0;0;4
08337022;Bonndorf im Schwarzwald, Stadt;32;28;4;0;1;34
08337027;Dachsberg (Südschwarzwald);1;1;0;0;0;1
08337030;Dettighofen;4;4;0;0;0;4
08337032;Dogern;11;7;4;0;0;15
08337038;Görwihl;18;5;12;1;1;6
08337039;Grafenhausen;15;12;3;0;0;14
08337045;Häusern;4;3;1;0;0;3
08337049;Herrischried;11;8;3;0;0;10
08337051;Höchenschwand;11;9;1;1;0;12
08337053;Hohentengen am Hochrhein;12;6;4;2;0;9
08337059;Ibach;2;2;0;0;0;3
08337060;Jestetten;18;8;10;0;0;8
08337062;Klettgau;26;14;12;0;0;17
08337065;Lauchringen;56;41;14;1;1;45
08337066;Laufenburg (Baden), Stadt;39;24;15;0;1;31
08337070;Lottstetten;9;5;3;1;1;4
08337076;Murg;15;9;5;1;0;13
08337090;Rickenbach;19;13;5;1;0;18
08337096;Bad Säckingen, Stadt;80;53;25;2;1;71
08337097;St. Blasien, Stadt;20;18;1;1;0;25
08337106;Stühlingen, Stadt;28;20;5;3;0;25
08337108;Todtmoos;23;19;3;1;2;21
08337116;Wehr, Stadt;64;39;23;2;2;42
08337118;Weilheim;9;5;4;0;0;9
08337123;Wutöschingen;17;9;6;2;0;13
08337124;Eggingen;6;4;2;0;0;25
08337125;Küssaberg;20;13;6;1;2;16
08337126;Waldshut-Tiengen, Stadt;164;127;31;6;4;157
08337127;Wutach;5;5;0;0;0;6
08337128;Ühlingen-Birkendorf;25;21;4;0;0;25
08415014;Dettingen an der Erms;50;38;9;3;3;52
08415019;Eningen unter Achalm;47;36;9;2;0;39
08415027;Gomadingen;21;16;3;2;0;25
08415028;Grabenstetten;8;6;2;0;1;6
08415029;Grafenberg;13;10;3;0;0;14
08415034;Hayingen, Stadt;12;11;1;0;0;11
08415039;Hülben;4;2;2;0;0;2
08415048;Mehrstetten;8;5;2;1;0;8
08415050;Metzingen, Stadt;171;117;49;5;0;152
08415053;Münsingen, Stadt;78;69;8;1;1;87
08415058;Pfronstetten;5;5;0;0;0;7
08415059;Pfullingen, Stadt;106;77;27;2;2;108
08415060;Pliezhausen;30;19;11;0;0;21
08415061;Reutlingen, Stadt;566;433;118;15;4;546
08415062;Riederich;16;14;2;0;1;15
08415073;Trochtelfingen, Stadt;22;14;7;1;2;17
08415078;Bad Urach, Stadt;91;65;24;2;2;74
08415080;Wannweil;6;4;1;1;0;5
08415085;Zwiefalten;12;10;2;0;0;15
08415086;Gutsbezirk Münsingen;-;-;-;-;-;-
08415087;Walddorfhäslach;25;17;6;2;0;23
08415088;Römerstein;20;17;3;0;1;30
08415089;Engstingen;29;22;5;2;0;28
08415090;Hohenstein;15;11;3;1;1;17
08415091;Sonnenbühl;23;18;5;0;0;20
08415092;Lichtenstein;57;40;16;1;1;56
08415093;St. Johann;14;12;2;0;2;16
08415971;Gutsbezirk Münsingen, gemeindefreies Gebiet;-;-;-;-;-;-
08416006;Bodelshausen;10;7;2;1;1;10
08416009;Dettenhausen;8;4;4;0;0;4
08416011;Dußlingen;22;19;3;0;0;32
08416015;Gomaringen;28;18;10;0;0;25
08416018;Hirrlingen;4;3;1;0;0;3
08416022;Kirchentellinsfurt;27;21;6;0;0;27
08416023;Kusterdingen;30;23;7;0;0;31
08416025;Mössingen, Stadt;75;58;15;2;0;71
08416026;Nehren;5;4;1;0;0;7
08416031;Ofterdingen;35;26;7;2;1;38
08416036;Rottenburg am Neckar, Stadt;236;171;60;5;3;245
08416041;Tübingen, Universitätsstadt;349;291;49;9;1;351
08416048;Ammerbuch;56;34;22;0;1;38
08416049;Neustetten;8;8;0;0;0;11
08416050;Starzach;17;13;3;1;1;18
08417002;Balingen, Stadt;176;109;59;8;0;129
08417008;Bisingen;44;28;14;2;0;39
08417010;Bitz;14;9;5;0;0;18
08417013;Burladingen, Stadt;38;27;10;1;0;34
08417014;Dautmergen;0;0;0;0;0;0
08417015;Dormettingen;7;4;2;1;0;7
08417016;Dotternhausen;15;10;5;0;0;17
08417022;Geislingen, Stadt;22;12;9;1;0;13
08417023;Grosselfingen;2;2;0;0;0;3
08417025;Haigerloch, Stadt;37;23;13;1;0;33
08417029;Hausen am Tann;2;2;0;0;0;2
08417031;Hechingen, Stadt;77;50;22;5;0;61
08417036;Jungingen;2;1;1;0;0;1
08417044;Meßstetten, Stadt;47;37;10;0;0;46
08417045;Nusplingen;1;1;0;0;0;1
08417047;Obernheim;1;1;0;0;0;1
08417051;Rangendingen;15;13;2;0;0;13
08417052;Ratshausen;2;2;0;0;0;4
08417054;Rosenfeld, Stadt;28;20;6;2;1;31
08417057;Schömberg, Stadt;29;19;9;1;2;28
08417063;Straßberg;14;9;5;0;0;17
08417071;Weilen unter den Rinnen;0;0;0;0;0;0
08417075;Winterlingen;23;20;2;1;1;34
08417078;Zimmern unter der Burg;3;1;2;0;0;1
08417079;Albstadt, Stadt;169;113;51;5;1;141
08421000;Ulm, Stadtkreis;613;460;133;20;6;592
08425002;Allmendingen;12;7;4;1;0;14
08425004;Altheim;4;2;2;0;0;6
08425005;Altheim (Alb);8;7;0;1;0;10
08425008;Amstetten;20;12;7;1;0;16
08425011;Asselfingen;3;2;1;0;1;4
08425013;Ballendorf;5;3;2;0;0;4
08425014;Beimerstetten;7;7;0;0;0;7
08425017;Berghülen;6;6;0;0;1;8
08425019;Bernstadt;3;2;1;0;0;2
08425020;Blaubeuren, Stadt;53;44;8;1;1;55
08425022;Börslingen;4;3;1;0;0;4
08425024;Breitingen;0;0;0;0;0;0
08425028;Dietenheim, Stadt;21;17;4;0;0;21
08425031;Dornstadt;58;36;20;2;3;51
08425033;Ehingen (Donau), Stadt;103;77;24;2;4;107
08425035;Emeringen;1;1;0;0;0;2
08425036;Emerkingen;3;2;1;0;0;2
08425039;Erbach, Stadt;50;37;12;1;1;47
08425050;Griesingen;5;5;0;0;0;6
08425052;Grundsheim;0;0;0;0;0;0
08425055;Hausen am Bussen;0;0;0;0;0;0
08425062;Holzkirch;2;2;0;0;0;7
08425064;Hüttisheim;2;1;1;0;0;1
08425066;Illerrieden;14;9;4;1;0;10
08425071;Laichingen, Stadt;66;48;15;3;1;66
08425072;Langenau, Stadt;80;57;22;1;0;81
08425073;Lauterach;1;1;0;0;0;1
08425075;Lonsee;13;8;4;1;1;9
08425079;Merklingen;31;25;6;0;0;36
08425081;Munderkingen, Stadt;8;6;1;1;0;11
08425083;Neenstetten;1;1;0;0;0;1
08425084;Nellingen;19;18;1;0;1;33
08425085;Nerenstetten;9;6;2;1;0;9
08425088;Oberdischingen;7;4;3;0;0;7
08425090;Obermarchtal;5;4;1;0;0;8
08425091;Oberstadion;3;3;0;0;0;3
08425092;Öllingen;3;3;0;0;0;5
08425093;Öpfingen;3;2;1;0;0;3
08425097;Rammingen;1;1;0;0;0;3
08425098;Rechtenstein;0;0;0;0;0;0
08425104;Rottenacker;4;2;2;0;0;2
08425108;Schelklingen, Stadt;28;23;5;0;2;32
08425110;Schnürpflingen;1;0;1;0;0;0
08425112;Setzingen;9;6;3;0;0;11
08425123;Untermarchtal;4;3;1;0;0;5
08425124;Unterstadion;2;1;1;0;0;2
08425125;Unterwachingen;0;0;0;0;0;0
08425130;Weidenstetten;6;5;1;0;0;7
08425134;Westerheim;6;6;0;0;0;6
08425135;Westerstetten;7;7;0;0;0;9
08425137;Illerkirchberg;9;8;1;0;0;11
08425138;Staig;3;3;0;0;0;3
08425139;Heroldstatt;13;8;5;0;1;15
08425140;Balzheim;7;4;2;1;0;5
08425141;Blaustein, Stadt;61;41;18;2;0;47
08426001;Achstetten;19;13;6;0;0;24
08426005;Alleshausen;0;0;0;0;0;0
08426006;Allmannsweiler;0;0;0;0;0;0
08426008;Altheim;8;3;3;2;0;3
08426011;Attenweiler;6;4;2;0;1;13
08426013;Bad Buchau, Stadt;18;14;4;0;2;16
08426014;Bad Schussenried, Stadt;35;24;9;2;0;28
08426019;Berkheim;10;8;1;1;0;10
08426020;Betzenweiler;0;0;0;0;0;0
08426021;Biberach an der Riß, Stadt;219;155;58;6;1;185
08426028;Burgrieden;11;7;4;0;0;7
08426031;Dettingen an der Iller;9;6;2;1;0;6
08426035;Dürmentingen;9;7;2;0;0;10
08426036;Dürnau;1;1;0;0;0;1
08426038;Eberhardzell;24;14;10;0;0;18
08426043;Erlenmoos;12;9;3;0;2;12
08426044;Erolzheim;18;15;3;0;0;21
08426045;Ertingen;25;21;3;1;0;30
08426058;Hochdorf;10;6;4;0;1;8
08426062;Ingoldingen;10;8;1;1;0;13
08426064;Kanzach;8;7;1;0;0;8
08426065;Kirchberg an der Iller;4;3;1;0;0;4
08426066;Kirchdorf an der Iller;15;12;3;0;0;16
08426067;Langenenslingen;14;8;6;0;0;12
08426070;Laupheim, Stadt;67;46;18;3;1;54
08426071;Maselheim;27;19;8;0;1;25
08426073;Mietingen;23;18;4;1;1;20
08426074;Mittelbiberach;6;3;2;1;0;3
08426078;Moosburg;1;1;0;0;0;1
08426087;Ochsenhausen, Stadt;47;29;18;0;0;36
08426090;Oggelshausen;1;1;0;0;0;2
08426097;Riedlingen, Stadt;49;36;13;0;1;44
08426100;Rot an der Rot;13;11;2;0;0;16
08426108;Schwendi;17;10;7;0;0;12
08426109;Seekirch;0;0;0;0;0;0
08426113;Steinhausen an der Rottum;8;7;1;0;0;9
08426117;Tannheim;10;9;1;0;0;12
08426118;Tiefenbach;1;1;0;0;0;1
08426120;Ummendorf;13;9;4;0;0;12
08426121;Unlingen;8;8;0;0;0;14
08426124;Uttenweiler;12;8;3;1;0;11
08426125;Wain;2;2;0;0;0;2
08426128;Warthausen;20;13;6;1;1;17
08426134;Schemmerhofen;21;17;4;0;1;41
08426135;Gutenzell-Hürbel;4;3;1;0;0;6
08435005;Bermatingen;7;6;1;0;0;6
08435010;Daisendorf;0;0;0;0;0;0
08435013;Eriskirch;19;15;3;1;0;20
08435015;Frickingen;13;6;6;1;0;6
08435016;Friedrichshafen, Stadt;365;287;70;8;2;357
08435018;Hagnau am Bodensee;4;3;1;0;0;3
08435020;Heiligenberg;5;3;2;0;0;3
08435024;Immenstaad am Bodensee;38;33;4;1;0;39
08435029;Kressbronn am Bodensee;47;35;11;1;2;41
08435030;Langenargen;33;27;5;1;0;28
08435034;Markdorf, Stadt;58;45;12;1;0;57
08435035;Meckenbeuren;80;61;19;0;1;77
08435036;Meersburg, Stadt;30;25;5;0;1;34
08435042;Neukirch;6;4;2;0;0;6
08435045;Oberteuringen;30;20;8;2;0;28
08435047;Owingen;11;6;5;0;0;16
08435052;Salem;44;36;7;1;1;43
08435053;Sipplingen;5;4;1;0;0;11
08435054;Stetten;7;5;2;0;0;5
08435057;Tettnang, Stadt;92;64;26;2;3;82
08435059;Überlingen, Stadt;147;117;29;1;1;161
08435066;Uhldingen-Mühlhofen;48;40;6;2;1;51
08435067;Deggenhausertal;17;15;2;0;0;20
08436001;Achberg;5;4;1;0;1;3
08436003;Aichstetten;28;18;9;1;1;25
08436004;Aitrach;21;17;4;0;0;27
08436005;Altshausen;20;14;6;0;0;29
08436006;Amtzell;35;26;9;0;0;32
08436008;Aulendorf, Stadt;33;25;7;1;0;28
08436009;Bad Waldsee, Stadt;115;94;17;4;4;130
08436010;Bad Wurzach, Stadt;51;33;18;0;0;39
08436011;Baienfurt;26;19;6;1;0;22
08436012;Baindt;23;20;3;0;0;24
08436013;Berg;15;14;1;0;0;19
08436014;Bergatreute;10;9;1;0;0;16
08436018;Bodnegg;19;16;2;1;0;24
08436019;Boms;2;2;0;0;1;8
08436024;Ebenweiler;3;3;0;0;0;3
08436027;Eichstegen;0;0;0;0;0;0
08436032;Fleischwangen;0;0;0;0;0;0
08436039;Grünkraut;25;20;5;0;0;26
08436040;Guggenhausen;0;0;0;0;0;0
08436047;Hoßkirch;6;4;2;0;0;9
08436049;Isny im Allgäu, Stadt;56;47;9;0;2;56
08436052;Kißlegg;47;37;9;1;2;47
08436053;Königseggwald;4;4;0;0;0;5
08436055;Leutkirch im Allgäu, Stadt;135;105;27;3;5;140
08436064;Ravensburg, Stadt;305;235;54;16;1;303
08436067;Riedhausen;0;0;0;0;0;0
08436069;Schlier;14;9;4;1;0;12
08436077;Unterwaldhausen;0;0;0;0;0;0
08436078;Vogt;13;8;5;0;0;10
08436079;Waldburg;27;20;7;0;0;32
08436081;Wangen im Allgäu, Stadt;167;119;44;4;2;147
08436082;Weingarten, Stadt;118;83;29;6;0;88
08436083;Wilhelmsdorf;16;12;4;0;0;15
08436085;Wolfegg;12;10;2;0;0;12
08436087;Wolpertswende;16;13;3;0;0;20
08436093;Ebersbach-Musbach;14;12;2;0;0;19
08436094;Argenbühl;23;18;4;1;1;29
08436095;Horgenzell;23;14;9;0;1;20
08436096;Fronreute;16;13;3;0;0;20
08437005;Beuron;7;6;1;0;1;5
08437008;Bingen;8;7;1;0;1;13
08437031;Gammertingen, Stadt;34;24;10;0;2;33
08437044;Herbertingen;33;23;9;1;1;34
08437047;Hettingen, Stadt;12;11;1;0;0;18
08437053;Hohentengen;11;9;2;0;0;16
08437056;Illmensee;12;10;1;1;0;13
08437059;Inzigkofen;11;9;2;0;0;16
08437065;Krauchenwies;34;23;10;1;1;35
08437072;Leibertingen;8;5;2;1;0;6
08437076;Mengen, Stadt;56;36;20;0;0;51
08437078;Meßkirch, Stadt;31;22;8;1;0;28
08437082;Neufra;6;5;1;0;0;6
08437086;Ostrach;31;22;9;0;1;25
08437088;Pfullendorf, Stadt;60;42;16;2;0;58
08437100;Bad Saulgau, Stadt;86;63;19;4;1;86
08437101;Scheer, Stadt;6;5;1;0;0;9
08437102;Schwenningen;4;3;1;0;0;4
08437104;Sigmaringen, Stadt;97;63;30;4;1;85
08437105;Sigmaringendorf;13;8;5;0;0;14
08437107;Stetten am kalten Markt;16;13;3;0;0;15
08437114;Veringenstadt, Stadt;8;7;1;0;0;7
08437118;Wald;10;7;3;0;0;12
08437123;Sauldorf;9;7;2;0;0;7
08437124;Herdwangen-Schönach;8;8;0;0;0;14
09161000;Ingolstadt;1005;830;140;35;4;1041
09162000;München, Landeshauptstadt;6601;5634;761;206;19;6820
09163000;Rosenheim;466;406;48;12;1;492
09171111;Altötting, St;78;67;9;2;3;79
09171112;Burghausen, St;103;83;15;5;1;106
09171113;Burgkirchen a.d.Alz;62;47;13;2;1;64
09171114;Emmerting;5;3;1;1;0;5
09171115;Erlbach;9;8;1;0;0;11
09171116;Feichten a.d.Alz;8;6;1;1;0;9
09171117;Garching a.d.Alz;36;30;5;1;1;35
09171118;Haiming;11;10;0;1;0;11
09171119;Halsbach;8;5;3;0;1;8
09171121;Kastl;19;16;2;1;0;19
09171122;Kirchweidach;9;6;3;0;0;6
09171123;Marktl, M;19;17;1;1;0;22
09171124;Mehring;11;11;0;0;0;16
09171125;Neuötting, St;46;40;4;2;0;49
09171126;Perach;5;5;0;0;0;5
09171127;Pleiskirchen;17;15;1;1;0;21
09171129;Reischach;18;15;1;2;0;21
09171130;Stammham;1;1;0;0;0;3
09171131;Teising;5;5;0;0;0;6
09171132;Töging a.Inn, St;28;21;6;1;0;28
09171133;Tüßling, M;12;11;0;1;0;23
09171134;Tyrlaching;7;6;1;0;0;10
09171135;Unterneukirchen;16;12;3;1;1;17
09171137;Winhöring;36;31;5;0;0;47
09172111;Ainring;61;51;8;2;0;64
09172112;Anger;43;30;13;0;0;40
09172114;Bad Reichenhall, GKSt;116;99;12;5;0;116
09172115;Bayerisch Gmain;18;15;3;0;0;16
09172116;Berchtesgaden, M;45;38;7;0;0;45
09172117;Bischofswiesen;39;32;5;2;0;38
09172118;Freilassing, St;96;80;14;2;1;99
09172122;Laufen, St;36;35;1;0;0;41
09172124;Marktschellenberg, M;7;7;0;0;1;8
09172128;Piding;51;43;6;2;0;82
09172129;Ramsau b.Berchtesgaden;13;12;1;0;0;16
09172130;Saaldorf-Surheim;23;18;3;2;0;24
09172131;Schneizlreuth;22;18;4;0;1;27
09172132;Schönau a.Königssee;16;12;2;2;0;13
09172134;Teisendorf, M;95;75;20;0;0;124
09172444;Gem.fr. Geb. Berchtesgadener Land;0;0;0;0;0;0
09173111;Bad Heilbrunn;26;19;6;1;0;25
09173112;Bad Tölz, St;96;65;26;5;0;84
09173113;Benediktbeuern;8;6;2;0;0;8
09173115;Bichl;21;15;5;1;0;26
09173118;Dietramszell;59;52;7;0;1;68
09173120;Egling;41;33;8;0;0;45
09173123;Eurasburg;19;12;7;0;0;17
09173124;Gaißach;12;8;3;1;0;11
09173126;Geretsried, St;131;104;20;7;1;140
09173127;Greiling;3;3;0;0;0;3
09173130;Icking;21;13;8;0;1;21
09173131;Jachenau;9;8;1;0;0;9
09173133;Kochel a.See;42;37;5;0;0;42
09173134;Königsdorf;13;11;1;1;0;14
09173135;Lenggries;41;32;8;1;0;39
09173137;Münsing;53;40;12;1;1;44
09173140;Reichersbeuern;7;6;1;0;0;8
09173141;Sachsenkam;3;2;1;0;0;3
09173142;Schlehdorf;5;4;0;1;0;5
09173145;Wackersberg;21;16;5;0;0;20
09173147;Wolfratshausen, St;88;72;12;4;0;92
09173444;Gem.fr. Geb. Bad Tölz-Wolfratshausen;0;0;0;0;0;0
09174111;Altomünster, M;26;22;2;2;1;29
09174113;Bergkirchen;102;84;18;0;1;132
09174115;Dachau, GKSt;269;233;28;8;0;294
09174118;Erdweg;33;31;2;0;0;41
09174121;Haimhausen;18;15;2;1;0;16
09174122;Hebertshausen;22;20;2;0;0;22
09174126;Karlsfeld;77;68;7;2;0;84
09174131;Markt Indersdorf, M;52;42;9;1;1;63
09174135;Odelzhausen;28;23;5;0;0;38
09174136;Petershausen;25;20;4;1;0;22
09174137;Pfaffenhofen a.d.Glonn;9;9;0;0;0;11
09174141;Röhrmoos;30;29;1;0;1;46
09174143;Schwabhausen;23;19;3;1;1;21
09174146;Sulzemoos;43;36;6;1;0;68
09174147;Hilgertshausen-Tandern;11;9;1;1;0;14
09174150;Vierkirchen;7;7;0;0;0;7
09174151;Weichs;11;11;0;0;0;15
09175111;Anzing;22;17;5;0;0;20
09175112;Aßling;10;8;2;0;1;9
09175113;Baiern;9;5;3;1;0;6
09175114;Bruck;7;5;2;0;0;9
09175115;Ebersberg, St;69;58;9;2;2;92
09175116;Egmating;3;3;0;0;0;3
09175118;Forstinning;41;31;9;1;0;49
09175119;Frauenneuharting;6;4;2;0;1;3
09175121;Glonn, M;26;24;1;1;2;31
09175122;Grafing b.München, St;61;51;7;3;0;62
09175123;Hohenlinden;28;25;3;0;0;44
09175124;Kirchseeon, M;38;32;4;2;0;41
09175127;Markt Schwaben, M;27;22;3;2;0;25
09175128;Moosach;10;9;1;0;0;14
09175131;Oberpframmern;8;6;2;0;1;5
09175132;Vaterstetten;141;108;31;2;0;156
09175133;Pliening;23;15;8;0;0;20
09175135;Poing;41;33;7;1;0;38
09175136;Emmering;5;3;2;0;0;7
09175137;Steinhöring;17;12;5;0;0;18
09175139;Zorneding;29;24;5;0;0;31
09175444;Gem.fr. Geb. Ebersberg;0;0;0;0;0;0
09176111;Adelschlag;10;9;0;1;0;15
09176112;Altmannstein, M;22;16;6;0;0;21
09176114;Beilngries, St;40;31;9;0;0;40
09176116;Böhmfeld;3;3;0;0;0;6
09176118;Buxheim;7;4;3;0;0;5
09176120;Denkendorf;78;56;21;1;2;95
09176121;Dollnstein, M;15;15;0;0;0;25
09176122;Egweil;1;1;0;0;0;1
09176123;Eichstätt, GKSt;73;66;7;0;1;87
09176124;Eitensheim;17;16;1;0;0;23
09176126;Gaimersheim, M;70;53;14;3;1;65
09176129;Großmehring;46;29;15;2;0;36
09176131;Hepberg;19;17;2;0;0;23
09176132;Hitzhofen;7;7;0;0;0;8
09176137;Kinding, M;24;15;9;0;0;23
09176138;Kipfenberg, M;29;25;4;0;0;31
09176139;Kösching, M;36;31;5;0;1;38
09176143;Lenting;49;35;14;0;0;52
09176147;Mindelstetten;8;8;0;0;0;8
09176148;Mörnsheim, M;5;5;0;0;0;6
09176149;Nassenfels, M;7;6;1;0;0;10
09176150;Oberdolling;3;2;1;0;0;2
09176153;Pförring, M;6;2;3;1;0;3
09176155;Pollenfeld;13;12;1;0;0;21
09176160;Schernfeld;8;6;2;0;0;7
09176161;Stammham;45;35;10;0;1;49
09176164;Titting, M;8;7;1;0;0;7
09176165;Walting;10;8;2;0;0;11
09176166;Wellheim, M;13;11;2;0;1;16
09176167;Wettstetten;23;20;3;0;1;31
