GENESIS-Tabelle: 42111-01-04-5-B
Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen;;;;;
und Erden: Betriebe, Beschäftigte - Stichtag: 30.09. -;;;;;
regionale Ebenen;;;;;
Verarbeitendes Gewerbe - Jahre ab 2009 mit WZ2008;;;;;
;;;Betriebe;Beschäftigte;Bruttoentgelte
;;;Anzahl;Anzahl;Tsd. EUR
30.09.2012;05334004;Alsdorf, Stadt (ab 21.10.2009);23;2801;106634
30.09.2012;05334008;Baesweiler, Stadt (ab 21.10.2009);13;834;24927
30.09.2012;05334012;Eschweiler, Stadt (ab 21.10.2009);27;3519;168779
30.09.2012;05334016;Herzogenrath, Stadt (ab 21.10.2009);15;.;.
30.09.2012;05334020;Monschau, Stadt (ab 21.10.2009);7;961;42375
30.09.2012;05334024;Roetgen (ab 21.10.2009);3;.;.
30.09.2012;05334028;Simmerath (ab 21.10.2009);8;728;29604
30.09.2012;05334032;Stolberg (Rhld.), Stadt (ab 21.10.2009);41;5680;266660
30.09.2012;05334036;Würselen, Stadt (ab 21.10.2009);19;2045;78341
30.09.2012;05354004;Alsdorf, Stadt;-;-;-
30.09.2012;05354008;Baesweiler, Stadt;-;-;-
30.09.2012;05354012;Eschweiler, Stadt;-;-;-
30.09.2012;05354016;Herzogenrath, Stadt;-;-;-
30.09.2012;05354020;Monschau, Stadt;-;-;-
30.09.2012;05354024;Roetgen;-;-;-
30.09.2012;05354028;Simmerath;-;-;-
30.09.2012;05354032;Stolberg (Rhld.), Stadt;-;-;-
30.09.2012;05354036;Würselen, Stadt;-;-;-
30.09.2012;05358004;Aldenhoven;6;.;.
30.09.2012;05358008;Düren;65;7825;326084
30.09.2012;05358012;Heimbach, Eifel;0;0;0
30.09.2012;05358016;Hürtgenwald;4;.;.
30.09.2012;05358020;Inden;7;.;9845
30.09.2012;05358024;Jülich;23;2427;105545
30.09.2012;05358028;Kreuzau;10;1132;45248
30.09.2012;05358032;Langerwehe;5;312;.
30.09.2012;05358036;Linnich;7;1666;89575
30.09.2012;05358040;Merzenich;7;431;12250
30.09.2012;05358044;Nideggen;0;0;0
30.09.2012;05358048;Niederzier;13;1911;106822
30.09.2012;05358052;Nörvenich;0;0;0
30.09.2012;05358056;Titz;0;0;0
30.09.2012;05358060;Vettweiß;1;.;.
30.09.2012;05362004;Bedburg;6;400;20533
30.09.2012;05362008;Bergheim, Erft;17;2875;167627
30.09.2012;05362012;Brühl, Rheinl;12;2607;113100
30.09.2012;05362016;Elsdorf, Stadt;8;501;13232
30.09.2012;05362020;Erftstadt;12;835;34219
30.09.2012;05362024;Frechen;10;1683;94872
30.09.2012;05362028;Hürth;29;2635;133668
30.09.2012;05362032;Kerpen;34;2360;79895
30.09.2012;05362036;Pulheim;17;2175;84483
30.09.2012;05362040;Wesseling;22;5902;355199
30.09.2012;05366004;Bad Münstereifel;8;934;37788
30.09.2012;05366008;Blankenheim, Ahr;0;0;0
30.09.2012;05366012;Dahlem, b Kall;2;.;.
30.09.2012;05366016;Euskirchen;15;3368;164263
30.09.2012;05366020;Hellenthal;5;.;62339
30.09.2012;05366024;Kall;7;439;.
30.09.2012;05366028;Mechernich;15;1225;38147
30.09.2012;05366032;Nettersheim;6;.;.
30.09.2012;05366036;Schleiden;8;.;.
30.09.2012;05366040;Weilerswist;6;.;13222
30.09.2012;05366044;Zülpich;10;1041;44655
30.09.2012;05370004;Erkelenz;21;2127;90236
30.09.2012;05370008;Gangelt;1;.;.
30.09.2012;05370012;Geilenkirchen;7;690;21005
30.09.2012;05370016;Heinsberg (Rhld.);34;2263;67255
30.09.2012;05370020;Hückelhoven;15;1156;41329
30.09.2012;05370024;Selfkant;0;0;0
30.09.2012;05370028;Übach-Palenberg;15;.;.
30.09.2012;05370032;Waldfeucht;1;.;.
30.09.2012;05370036;Wassenberg;7;.;.
30.09.2012;05370040;Wegberg;19;1132;37671
30.09.2012;05374004;Bergneustadt;13;2008;92997
30.09.2012;05374008;Engelskirchen;14;1839;73717
30.09.2012;05374012;Gummersbach;32;3429;150192
30.09.2012;05374016;Hückeswagen;17;2034;83892
30.09.2012;05374020;Lindlar;23;2028;85780
30.09.2012;05374024;Marienheide;18;1673;68079
30.09.2012;05374028;Morsbach;7;2510;70549
30.09.2012;05374032;Nümbrecht;11;1393;49372
30.09.2012;05374036;Radevormwald;36;3642;144184
30.09.2012;05374040;Reichshof;26;2376;89304
30.09.2012;05374044;Waldbröl;11;1006;41184
30.09.2012;05374048;Wiehl;29;4331;200346
30.09.2012;05374052;Wipperfürth;22;3336;129955
30.09.2012;05378004;Bergisch Gladbach;52;5933;.
30.09.2012;05378008;Burscheid, Rheinl;11;1948;89209
30.09.2012;05378012;Kürten;8;.;.
30.09.2012;05378016;Leichlingen (Rhld.);7;394;.
30.09.2012;05378020;Odenthal;1;.;.
30.09.2012;05378024;Overath;15;1103;42307
30.09.2012;05378028;Rösrath;7;.;15299
30.09.2012;05378032;Wermelskirchen;20;1965;78504
30.09.2012;05382004;Alfter;4;.;.
30.09.2012;05382008;Bad Honnef;11;879;32333
30.09.2012;05382012;Bornheim, Rheinl;14;490;12388
30.09.2012;05382016;Eitorf;11;1410;65178
30.09.2012;05382020;Hennef (Sieg);19;1850;68998
30.09.2012;05382024;Königswinter;18;1696;67372
30.09.2012;05382028;Lohmar;9;1567;77011
30.09.2012;05382032;Meckenheim, Rheinl;18;1577;55909
30.09.2012;05382036;Much;9;1061;32651
30.09.2012;05382040;Neunkirchen-Seelscheid;4;386;13817
30.09.2012;05382044;Niederkassel;12;1064;51598
30.09.2012;05382048;Rheinbach;5;349;12151
30.09.2012;05382052;Ruppichteroth;4;373;14299
30.09.2012;05382056;Sankt Augustin;20;1369;49736
30.09.2012;05382060;Siegburg;6;1484;.
30.09.2012;05382064;Swisttal;7;217;7186
30.09.2012;05382068;Troisdorf;71;5856;253244
30.09.2012;05382072;Wachtberg;6;.;.
30.09.2012;05382076;Windeck;5;294;7209
30.09.2012;05512000;Bottrop, krsfr. Stadt;48;8192;289488
30.09.2012;05513000;Gelsenkirchen, krsfr. Stadt;88;10501;526409
30.09.2012;05515000;Münster, krsfr. Stadt;92;10106;446735
30.09.2012;05554004;Ahaus;61;.;.
30.09.2012;05554008;Bocholt;59;8438;346887
30.09.2012;05554012;Borken;27;2538;96911
30.09.2012;05554016;Gescher;15;1467;53889
30.09.2012;05554020;Gronau (Westf.);35;4473;160259
30.09.2012;05554024;Heek;8;865;26672
30.09.2012;05554028;Heiden;5;312;.
30.09.2012;05554032;Isselburg;8;1190;44965
30.09.2012;05554036;Legden;6;325;9145
30.09.2012;05554040;Raesfeld;9;464;14528
30.09.2012;05554044;Reken;6;888;36338
30.09.2012;05554048;Rhede;20;.;36423
30.09.2012;05554052;Schöppingen;7;745;24390
30.09.2012;05554056;Stadtlohn;20;2569;97433
30.09.2012;05554060;Südlohn;13;1199;40336
30.09.2012;05554064;Velen, Stadt;7;631;21472
30.09.2012;05554068;Vreden;35;4430;166719
30.09.2012;05558004;Ascheberg;11;543;17136
30.09.2012;05558008;Billerbeck;9;928;35376
30.09.2012;05558012;Coesfeld;17;2936;108556
30.09.2012;05558016;Dülmen;31;2922;121658
30.09.2012;05558020;Havixbeck;2;.;.
30.09.2012;05558024;Lüdinghausen;12;1291;45437
30.09.2012;05558028;Nordkirchen;6;.;.
30.09.2012;05558032;Nottuln;11;711;19985
30.09.2012;05558036;Olfen;9;740;27204
30.09.2012;05558040;Rosendahl;14;1249;43486
30.09.2012;05558044;Senden, Westf;11;.;.
30.09.2012;05562004;Castrop-Rauxel;20;1021;42163
30.09.2012;05562008;Datteln;16;1380;59351
30.09.2012;05562012;Dorsten;29;1592;57442
30.09.2012;05562014;Gladbeck;25;3080;140004
30.09.2012;05562016;Haltern am See;13;705;31889
30.09.2012;05562020;Herten;15;1593;59492
30.09.2012;05562024;Marl, Westf;40;9984;529588
30.09.2012;05562028;Oer-Erkenschwick;9;1066;38959
30.09.2012;05562032;Recklinghausen;42;3139;125282
30.09.2012;05562036;Waltrop;10;729;21560
30.09.2012;05566004;Altenberge;8;1172;49960
30.09.2012;05566008;Emsdetten;36;4142;150536
30.09.2012;05566012;Greven, Westf;26;1997;63473
30.09.2012;05566016;Hörstel;25;2334;67349
30.09.2012;05566020;Hopsten;8;477;14626
30.09.2012;05566024;Horstmar;5;683;20845
30.09.2012;05566028;Ibbenbüren;31;5497;201378
30.09.2012;05566032;Ladbergen;4;330;8458
30.09.2012;05566036;Laer;2;.;.
30.09.2012;05566040;Lengerich, Westf;15;3541;169189
30.09.2012;05566044;Lienen;6;279;12695
30.09.2012;05566048;Lotte;7;1279;65973
30.09.2012;05566052;Metelen;4;345;14797
30.09.2012;05566056;Mettingen;4;.;.
30.09.2012;05566060;Neuenkirchen, Kr Steinfurt;8;503;19100
30.09.2012;05566064;Nordwalde;10;1037;30404
30.09.2012;05566068;Ochtrup;22;1825;54228
30.09.2012;05566072;Recke;8;390;11384
30.09.2012;05566076;Rheine;35;4232;177656
30.09.2012;05566080;Saerbeck;7;774;25175
30.09.2012;05566084;Steinfurt;14;855;30364
30.09.2012;05566088;Tecklenburg;4;350;3825
30.09.2012;05566092;Westerkappeln;7;350;12721
30.09.2012;05566096;Wettringen, Kr Steinfurt;6;495;19233
30.09.2012;05570004;Ahlen;31;3833;152470
30.09.2012;05570008;Beckum;41;5284;258293
30.09.2012;05570012;Beelen;10;956;27776
30.09.2012;05570016;Drensteinfurt;5;285;6476
30.09.2012;05570020;Ennigerloh;17;1830;73792
30.09.2012;05570024;Everswinkel;13;1041;39777
30.09.2012;05570028;Oelde;29;5769;265879
30.09.2012;05570032;Ostbevern;10;1115;37035
30.09.2012;05570036;Sassenberg;15;2235;88782
30.09.2012;05570040;Sendenhorst;10;1758;75364
30.09.2012;05570044;Telgte;9;1180;49847
30.09.2012;05570048;Wadersloh;10;1034;28585
30.09.2012;05570052;Warendorf;15;1018;37924
30.09.2012;05711000;Bielefeld, krsfr. Stadt;180;20904;888802
30.09.2012;05754004;Borgholzhausen;13;1676;64797
30.09.2012;05754008;Gütersloh;52;11892;528646
30.09.2012;05754012;Halle (Westf.);15;4323;177190
30.09.2012;05754016;Harsewinkel;27;4562;187549
30.09.2012;05754020;Herzebrock-Clarholz;27;2588;97256
30.09.2012;05754024;Langenberg;13;494;17254
30.09.2012;05754028;Rheda-Wiedenbrück;40;6005;218629
30.09.2012;05754032;Rietberg;47;5566;182958
30.09.2012;05754036;Schloß Holte-Stukenbrock;30;2853;131323
30.09.2012;05754040;Steinhagen, Westf;14;2217;92961
30.09.2012;05754044;Verl, Stadt;32;7206;302898
30.09.2012;05754048;Versmold;20;2627;85432
30.09.2012;05754052;Werther (Westf.);12;909;36563
30.09.2012;05758004;Bünde;36;4364;151155
30.09.2012;05758008;Enger;23;2236;84576
30.09.2012;05758012;Herford;67;6974;249934
30.09.2012;05758016;Hiddenhausen;18;1466;.
30.09.2012;05758020;Kirchlengern;27;3052;104030
30.09.2012;05758024;Löhne;42;4388;162239
30.09.2012;05758028;Rödinghausen;11;1868;70778
30.09.2012;05758032;Spenge;15;.;.
30.09.2012;05758036;Vlotho;28;.;.
30.09.2012;05762004;Bad Driburg;9;.;.
30.09.2012;05762008;Beverungen;7;.;.
30.09.2012;05762012;Borgentreich;4;.;.
30.09.2012;05762016;Brakel;14;1641;53362
30.09.2012;05762020;Höxter;15;1859;65728
30.09.2012;05762024;Marienmünster;5;294;8358
30.09.2012;05762028;Nieheim;4;.;.
30.09.2012;05762032;Steinheim;10;888;28875
30.09.2012;05762036;Warburg;28;3168;114575
30.09.2012;05762040;Willebadessen;1;.;.
30.09.2012;05766004;Augustdorf;11;634;21850
30.09.2012;05766008;Bad Salzuflen;41;4095;164756
30.09.2012;05766012;Barntrup;6;.;.
30.09.2012;05766016;Blomberg, Lippe;8;.;.
30.09.2012;05766020;Detmold;36;4298;175194
30.09.2012;05766024;Dörentrup;4;218;7712
30.09.2012;05766028;Extertal;10;1288;47442
30.09.2012;05766032;Horn-Bad Meinberg;10;974;33448
30.09.2012;05766036;Kalletal;15;774;26104
30.09.2012;05766040;Lage, Lippe;25;1152;36031
30.09.2012;05766044;Lemgo;34;4278;169210
30.09.2012;05766048;Leopoldshöhe;25;2028;74784
30.09.2012;05766052;Lügde;5;354;16779
30.09.2012;05766056;Oerlinghausen;9;1762;73495
30.09.2012;05766060;Schieder-Schwalenberg;2;.;.
30.09.2012;05766064;Schlangen;4;542;18247
30.09.2012;05770004;Bad Oeynhausen;48;3704;140331
30.09.2012;05770008;Espelkamp;38;4764;171185
30.09.2012;05770012;Hille;16;808;26994
30.09.2012;05770016;Hüllhorst;15;1059;37806
30.09.2012;05770020;Lübbecke;29;3649;138845
30.09.2012;05770024;Minden, Westf;48;7255;310504
30.09.2012;05770028;Petershagen;13;611;20311
30.09.2012;05770032;Porta Westfalica;36;3719;138331
30.09.2012;05770036;Preußisch Oldendorf;15;810;26941
30.09.2012;05770040;Rahden;13;1751;58758
30.09.2012;05770044;Stemwede;13;2542;121553
30.09.2012;05774004;Altenbeken;5;222;7645
30.09.2012;05774008;Bad Lippspringe;5;446;12734
30.09.2012;05774012;Borchen;4;229;7083
30.09.2012;05774016;Büren;15;1311;46183
30.09.2012;05774020;Delbrück;40;3349;104751
30.09.2012;05774024;Hövelhof;26;2570;86388
30.09.2012;05774028;Lichtenau, Westf;6;647;25024
30.09.2012;05774032;Paderborn;73;14123;625964
30.09.2012;05774036;Salzkotten;26;.;.
30.09.2012;05774040;Bad Wünnenberg;17;.;.
30.09.2012;05911000;Bochum, krsfr. Stadt;140;18428;817790
30.09.2012;05913000;Dortmund, krsfr. Stadt;185;21261;985892
30.09.2012;05914000;Hagen, krsfr. Stadt;135;14796;675121
30.09.2012;05915000;Hamm, krsfr. Stadt;74;8220;351139
30.09.2012;05916000;Herne, krsfr. Stadt;47;10287;375151
30.09.2012;05954004;Breckerfeld;10;480;16189
30.09.2012;05954008;Ennepetal;48;6220;294595
30.09.2012;05954012;Gevelsberg;38;2703;101624
30.09.2012;05954016;Hattingen;31;2029;85138
30.09.2012;05954020;Herdecke;15;1020;42899
30.09.2012;05954024;Schwelm;21;1858;75133
30.09.2012;05954028;Sprockhövel;32;2121;82815
30.09.2012;05954032;Wetter (Ruhr);31;4300;189390
30.09.2012;05954036;Witten;53;9527;441988
30.09.2012;05958004;Arnsberg;83;8875;360736
30.09.2012;05958008;Bestwig;9;1002;43090
30.09.2012;05958012;Brilon;32;3575;155365
30.09.2012;05958016;Eslohe (Sauerland);13;1124;39783
30.09.2012;05958020;Hallenberg;5;1077;41303
30.09.2012;05958024;Marsberg;20;1988;63579
30.09.2012;05958028;Medebach;7;728;27808
30.09.2012;05958032;Meschede;29;4004;163298
30.09.2012;05958036;Olsberg;13;1726;64629
30.09.2012;05958040;Schmallenberg;22;1973;66571
30.09.2012;05958044;Sundern (Sauerland);54;4207;134287
30.09.2012;05958048;Winterberg;7;404;13683
30.09.2012;05962004;Altena;30;2714;108660
30.09.2012;05962008;Balve;16;829;27912
30.09.2012;05962012;Halver;37;3408;120720
30.09.2012;05962016;Hemer;43;5529;262601
30.09.2012;05962020;Herscheid;10;1017;37989
30.09.2012;05962024;Iserlohn;95;9001;352439
30.09.2012;05962028;Kierspe;25;1992;71832
30.09.2012;05962032;Lüdenscheid;112;13188;568112
30.09.2012;05962036;Meinerzhagen;28;4674;208417
30.09.2012;05962040;Menden (Sauerland);53;6418;236388
30.09.2012;05962044;Nachrodt-Wiblingwerde;4;416;15188
30.09.2012;05962048;Neuenrade;29;1985;71634
30.09.2012;05962052;Plettenberg;61;7515;332523
30.09.2012;05962056;Schalksmühle;22;2709;124438
30.09.2012;05962060;Werdohl;24;3362;139402
30.09.2012;05966004;Attendorn;42;7628;321011
30.09.2012;05966008;Drolshagen;22;.;.
30.09.2012;05966012;Finnentrop;41;3066;116283
30.09.2012;05966016;Kirchhundem;16;.;.
30.09.2012;05966020;Lennestadt;44;4741;170124
30.09.2012;05966024;Olpe;26;2924;117358
30.09.2012;05966028;Wenden;32;2926;114694
30.09.2012;05970004;Bad Berleburg;14;2187;92733
30.09.2012;05970008;Burbach, Siegerl;31;3917;160519
30.09.2012;05970012;Erndtebrück;14;1764;70165
30.09.2012;05970016;Freudenberg, Westf;28;1757;68834
30.09.2012;05970020;Hilchenbach;13;3408;217745
30.09.2012;05970024;Kreuztal;38;4913;230308
30.09.2012;05970028;Bad Laasphe;19;.;.
30.09.2012;05970032;Netphen;31;.;.
30.09.2012;05970036;Neunkirchen, Siegerl;25;3013;123058
30.09.2012;05970040;Siegen;76;7651;322756
30.09.2012;05970044;Wilnsdorf;30;2863;124335
30.09.2012;05974004;Anröchte;13;1046;32690
30.09.2012;05974008;Bad Sassendorf;3;114;3125
30.09.2012;05974012;Ense;19;2047;76496
30.09.2012;05974016;Erwitte;9;1403;58595
30.09.2012;05974020;Geseke;20;1327;45875
30.09.2012;05974024;Lippetal;3;.;.
30.09.2012;05974028;Lippstadt;34;10898;491778
30.09.2012;05974032;Möhnesee;10;484;18321
30.09.2012;05974036;Rüthen;17;1283;47839
30.09.2012;05974040;Soest;23;3251;123618
30.09.2012;05974044;Warstein;29;5040;221997
30.09.2012;05974048;Welver;1;.;.
30.09.2012;05974052;Werl;25;2510;77829
30.09.2012;05974056;Wickede (Ruhr);27;2103;76583
30.09.2012;05978004;Bergkamen;13;2659;130097
30.09.2012;05978008;Bönen;12;2110;90113
30.09.2012;05978012;Fröndenberg/Ruhr;10;611;22709
30.09.2012;05978016;Holzwickede;7;1244;53322
30.09.2012;05978020;Kamen;22;1679;69507
30.09.2012;05978024;Lünen;34;4438;201259
30.09.2012;05978028;Schwerte;27;3161;135061
30.09.2012;05978032;Selm;8;894;25462
30.09.2012;05978036;Unna, Stadt;44;3899;152704
30.09.2012;05978040;Werne;17;2402;91031
30.09.2012;06411000;Darmstadt, krsfr. Stadt;46;17031;904275
30.09.2012;06412000;Frankfurt am Main, krsfr. Stadt;149;39201;2369094
30.09.2012;06413000;Offenbach am Main, krsfr. Stadt;32;5776;300183
30.09.2012;06414000;Wiesbaden, krsfr. Stadt;69;12577;655325
30.09.2012;06431001;Abtsteinach;2;.;.
30.09.2012;06431002;Bensheim;22;3284;188756
30.09.2012;06431003;Biblis;2;.;.
30.09.2012;06431004;Birkenau;0;0;0
30.09.2012;06431005;Bürstadt;7;482;17954
30.09.2012;06431006;Einhausen, Hess;2;.;.
30.09.2012;06431007;Fürth;1;.;.
30.09.2012;06431008;Gorxheimertal;0;0;0
30.09.2012;06431009;Grasellenbach;3;175;4852
30.09.2012;06431010;Groß-Rohrheim;2;.;.
30.09.2012;06431011;Heppenheim (Bergstraße);15;1596;58508
30.09.2012;06431012;Hirschhorn (Neckar);7;487;19409
30.09.2012;06431013;Lampertheim;21;2219;104266
30.09.2012;06431014;Lautertal (Odenwald);5;191;4242
30.09.2012;06431015;Lindenfels;1;.;.
30.09.2012;06431016;Lorsch;6;373;14522
30.09.2012;06431017;Mörlenbach;3;127;4124
30.09.2012;06431018;Neckarsteinach;3;.;.
30.09.2012;06431019;Rimbach, Odenw;4;240;7964
30.09.2012;06431020;Viernheim;21;1123;37670
30.09.2012;06431021;Wald-Michelbach;6;303;7333
30.09.2012;06431022;Zwingenberg (Bergstraße);0;0;0
30.09.2012;06431200;Michelbuch, gem.fr. Geb.;0;0;0
30.09.2012;06432001;Alsbach-Hähnlein;4;662;23092
30.09.2012;06432002;Babenhausen, Hess;12;.;.
30.09.2012;06432003;Bickenbach, Bergstr;3;118;4345
30.09.2012;06432004;Dieburg;11;478;16263
30.09.2012;06432005;Eppertshausen;3;88;2815
30.09.2012;06432006;Erzhausen;2;.;.
30.09.2012;06432007;Fischbachtal;1;.;.
30.09.2012;06432008;Griesheim;7;368;12064
30.09.2012;06432009;Groß-Bieberau;5;495;16310
30.09.2012;06432010;Groß-Umstadt;9;1316;57749
30.09.2012;06432011;Groß-Zimmern;2;.;.
30.09.2012;06432012;Messel;2;.;.
30.09.2012;06432013;Modautal;2;.;.
30.09.2012;06432014;Mühltal;10;725;32209
30.09.2012;06432015;Münster b Dieburg;2;.;.
30.09.2012;06432016;Ober-Ramstadt;8;2001;95274
30.09.2012;06432017;Otzberg;1;.;.
30.09.2012;06432018;Pfungstadt;17;997;35547
30.09.2012;06432019;Reinheim;6;618;26961
30.09.2012;06432020;Roßdorf b Darmstadt;5;438;23055
30.09.2012;06432021;Schaafheim;2;.;.
30.09.2012;06432022;Seeheim-Jugenheim;3;108;3300
30.09.2012;06432023;Weiterstadt;13;1377;77915
30.09.2012;06433001;Biebesheim am Rhein;6;480;18256
30.09.2012;06433002;Bischofsheim;3;172;5286
30.09.2012;06433003;Büttelborn;4;135;5770
30.09.2012;06433004;Gernsheim;7;1149;51333
30.09.2012;06433005;Ginsheim-Gustavsburg;7;1399;59381
30.09.2012;06433006;Groß-Gerau;9;1360;54795
30.09.2012;06433007;Kelsterbach;3;79;2129
30.09.2012;06433008;Mörfelden-Walldorf;16;1390;68639
30.09.2012;06433009;Nauheim;3;76;2789
30.09.2012;06433010;Raunheim;2;.;.
30.09.2012;06433011;Riedstadt;2;.;.
30.09.2012;06433012;Rüsselsheim;13;.;.
30.09.2012;06433013;Stockstadt am Rhein;2;.;.
30.09.2012;06433014;Trebur;2;.;.
30.09.2012;06434001;Bad Homburg v.d.Höhe;11;3729;222378
30.09.2012;06434002;Friedrichsdorf;11;1408;63114
30.09.2012;06434003;Glashütten, Taunus;0;0;0
30.09.2012;06434004;Grävenwiesbach;2;.;.
30.09.2012;06434005;Königstein im Taunus;2;.;.
30.09.2012;06434006;Kronberg im Taunus;10;1482;109965
30.09.2012;06434007;Neu-Anspach;5;170;5759
30.09.2012;06434008;Oberursel (Taunus);18;2373;113238
30.09.2012;06434009;Schmitten;4;259;9063
30.09.2012;06434010;Steinbach (Taunus);3;164;6025
30.09.2012;06434011;Usingen;6;433;13917
30.09.2012;06434012;Wehrheim;5;423;21691
30.09.2012;06434013;Weilrod;1;.;.
30.09.2012;06435001;Bad Orb;1;.;.
30.09.2012;06435002;Bad Soden-Salmünster;8;808;32153
30.09.2012;06435003;Biebergemünd;6;275;6203
30.09.2012;06435004;Birstein;3;89;2269
30.09.2012;06435005;Brachttal;1;.;.
30.09.2012;06435006;Bruchköbel;6;216;6266
30.09.2012;06435007;Erlensee;4;74;3094
30.09.2012;06435008;Flörsbachtal;1;.;.
30.09.2012;06435009;Freigericht;4;228;4572
30.09.2012;06435010;Gelnhausen;11;2698;107658
30.09.2012;06435011;Großkrotzenburg;1;.;.
30.09.2012;06435012;Gründau;7;1123;40308
30.09.2012;06435013;Hammersbach;3;118;2856
30.09.2012;06435014;Hanau;55;13315;766138
30.09.2012;06435015;Hasselroth;6;302;12060
30.09.2012;06435016;Jossgrund;1;.;.
30.09.2012;06435017;Langenselbold;10;938;48862
30.09.2012;06435018;Linsengericht;7;389;14348
30.09.2012;06435019;Maintal;11;1388;68998
30.09.2012;06435020;Neuberg;1;.;.
30.09.2012;06435021;Nidderau;6;350;12799
30.09.2012;06435022;Niederdorfelden;4;541;22724
30.09.2012;06435023;Rodenbach b Hanau;1;.;.
30.09.2012;06435024;Ronneburg, Hess;0;0;0
30.09.2012;06435025;Schlüchtern;17;1431;51596
30.09.2012;06435026;Schöneck;4;211;7554
30.09.2012;06435027;Sinntal;7;770;24092
30.09.2012;06435028;Steinau a.d.Straße;15;1653;55951
30.09.2012;06435029;Wächtersbach;12;939;31657
30.09.2012;06435200;Gutsbezirk Spessart;0;0;0
30.09.2012;06436001;Bad Soden am Taunus;2;.;.
30.09.2012;06436002;Eppstein;7;526;22190
30.09.2012;06436003;Eschborn;1;.;.
30.09.2012;06436004;Flörsheim am Main;4;366;16652
30.09.2012;06436005;Hattersheim am Main;12;820;37094
30.09.2012;06436006;Hochheim am Main;7;781;28124
30.09.2012;06436007;Hofheim am Taunus;11;1033;43786
30.09.2012;06436008;Kelkheim (Taunus);4;258;12305
30.09.2012;06436009;Kriftel;8;593;26166
30.09.2012;06436010;Liederbach am Taunus;2;.;.
30.09.2012;06436011;Schwalbach am Taunus;2;.;.
30.09.2012;06436012;Sulzbach (Taunus);9;521;33358
30.09.2012;06437001;Bad König;5;212;6762
30.09.2012;06437002;Beerfelden;6;425;13063
30.09.2012;06437003;Brensbach;9;605;16602
30.09.2012;06437004;Breuberg;6;.;.
30.09.2012;06437005;Brombachtal;1;.;.
30.09.2012;06437006;Erbach;8;1225;53472
30.09.2012;06437007;Fränkisch-Crumbach;2;.;.
30.09.2012;06437008;Hesseneck;0;0;0
30.09.2012;06437009;Höchst i. Odw.;2;.;.
30.09.2012;06437010;Lützelbach;4;105;3257
30.09.2012;06437011;Michelstadt;14;862;28452
30.09.2012;06437012;Mossautal;2;.;.
30.09.2012;06437013;Reichelsheim (Odenwald);4;632;22299
30.09.2012;06437014;Rothenberg;2;.;.
30.09.2012;06437015;Sensbachtal;0;0;0
30.09.2012;06438001;Dietzenbach;19;1560;68007
30.09.2012;06438002;Dreieich;14;1855;88245
30.09.2012;06438003;Egelsbach;8;733;31909
30.09.2012;06438004;Hainburg;10;437;11140
30.09.2012;06438005;Heusenstamm;6;393;19681
30.09.2012;06438006;Langen (Hessen);13;903;31695
30.09.2012;06438007;Mainhausen;9;897;36362
30.09.2012;06438008;Mühlheim am Main;14;1278;50046
30.09.2012;06438009;Neu-Isenburg;19;2532;130035
30.09.2012;06438010;Obertshausen;10;2911;148316
30.09.2012;06438011;Rodgau;20;1306;51718
30.09.2012;06438012;Rödermark;15;1156;49208
30.09.2012;06438013;Seligenstadt;13;653;26983
30.09.2012;06439001;Aarbergen;4;503;18450
30.09.2012;06439002;Bad Schwalbach;2;.;.
30.09.2012;06439003;Eltville am Rhein;11;1141;53998
30.09.2012;06439004;Geisenheim;8;598;27103
30.09.2012;06439005;Heidenrod;1;.;.
30.09.2012;06439006;Hohenstein, Untertaunus;2;.;.
30.09.2012;06439007;Hünstetten;2;.;.
30.09.2012;06439008;Idstein;8;563;33751
30.09.2012;06439009;Kiedrich;1;.;.
30.09.2012;06439010;Lorch, Rheingau;2;.;.
30.09.2012;06439011;Niedernhausen;2;.;.
30.09.2012;06439012;Oestrich-Winkel;4;245;9678
30.09.2012;06439013;Rüdesheim am Rhein;5;404;8907
30.09.2012;06439014;Schlangenbad;1;.;.
30.09.2012;06439015;Taunusstein;13;1406;60412
30.09.2012;06439016;Waldems;0;0;0
30.09.2012;06439017;Walluf;6;552;25604
30.09.2012;06440001;Altenstadt, Hess;7;504;18794
30.09.2012;06440002;Bad Nauheim;6;155;4467
30.09.2012;06440003;Bad Vilbel;6;1653;101132
30.09.2012;06440004;Büdingen;11;1227;53457
30.09.2012;06440005;Butzbach;16;1331;53810
30.09.2012;06440006;Echzell;3;48;1242
30.09.2012;06440007;Florstadt;1;.;.
30.09.2012;06440008;Friedberg (Hessen);8;1181;58021
30.09.2012;06440009;Gedern;4;278;9851
30.09.2012;06440010;Glauburg;1;.;.
30.09.2012;06440011;Hirzenhain;4;132;5266
30.09.2012;06440012;Karben;16;3301;148911
30.09.2012;06440013;Kefenrod;3;210;6855
