GENESIS-Tabelle: 31211-06-01-5-B
Wohngebäude nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
09479147;Schirnding, M;438;55;72;198;30;9;27;23;18;6;-
09479150;Schönwald, St;961;164;107;436;109;34;45;38;22;6;-
09479152;Selb, GKSt;4284;697;733;1996;353;128;147;102;74;45;9
09479158;Thiersheim, M;634;128;78;267;35;31;22;54;12;3;4
09479159;Thierstein, M;409;104;60;145;42;13;6;17;13;3;6
09479161;Tröstau;818;107;90;338;83;17;73;63;14;27;6
09479166;Weißenstadt, St;1107;314;182;366;81;25;30;63;34;12;-
09479169;Wunsiedel, St;2573;473;321;1058;248;67;133;125;108;34;6
09479444;Gem.fr. Geb. Wunsiedel i.Fichtelgebirge;-;-;-;-;-;-;-;-;-;-;-
09561000;Ansbach;9123;1005;1338;3684;1030;311;477;518;386;284;90
09562000;Erlangen;18295;1155;1629;9203;1793;621;1009;974;821;782;308
09563000;Fürth;18257;2070;1963;7078;2521;878;1150;895;790;567;345
09564000;Nürnberg;69037;5636;10615;35038;5889;2343;2709;2150;1944;1908;805
09565000;Schwabach;9268;599;765;4528;1141;465;504;535;326;262;143
09571111;Adelshofen;282;86;42;85;10;13;25;3;15;-;3
09571113;Arberg, M;729;110;51;255;83;43;43;68;37;22;17
09571114;Aurach;889;78;58;360;99;48;56;82;60;38;10
09571115;Bechhofen, M;1729;201;150;694;202;79;144;111;81;42;25
09571122;Bruckberg;286;28;12;67;91;13;19;38;9;6;3
09571125;Buch a.Wald;279;69;28;65;33;6;18;25;12;17;6
09571127;Burgoberbach;974;74;40;349;118;92;76;83;84;45;13
09571128;Burk;328;53;15;109;52;13;31;27;22;6;-
09571130;Colmberg, M;585;108;40;143;105;31;66;54;19;16;3
09571132;Dentlein a.Forst, M;755;72;76;362;92;16;48;33;32;18;6
09571134;Diebach;345;41;22;127;30;18;31;42;18;13;3
09571135;Dietenhofen, M;1477;112;74;482;233;133;146;126;105;49;17
09571136;Dinkelsbühl, GKSt;3114;557;188;1249;325;129;178;178;164;74;72
09571137;Dombühl, M;447;58;40;135;65;20;55;44;15;15;-
09571139;Dürrwangen, M;786;67;95;300;105;38;66;44;39;29;3
09571141;Ehingen;609;146;45;182;61;26;48;44;18;30;9
09571145;Feuchtwangen, St;3218;377;222;1396;343;135;225;224;148;110;38
09571146;Flachslanden, M;774;110;88;272;80;42;50;54;39;32;7
09571152;Gebsattel;518;62;32;184;45;35;55;47;37;18;3
09571154;Gerolfingen;339;74;38;90;27;16;25;28;21;7;13
09571155;Geslau;418;77;27;148;41;6;25;37;37;10;10
09571165;Heilsbronn, St;2399;195;168;1014;249;158;248;167;92;80;28
09571166;Herrieden, St;2250;197;133;832;296;124;178;178;169;104;39
09571169;Insingen;314;32;19;83;53;13;43;31;13;18;9
09571170;Langfurth;624;77;46;217;83;35;52;54;28;26;6
09571171;Lehrberg, M;908;129;81;347;75;32;36;103;54;45;6
09571174;Leutershausen, St;1623;262;158;585;153;62;141;118;70;58;16
09571175;Lichtenau, M;1115;135;96;422;142;55;83;80;51;42;9
09571177;Merkendorf, St;781;96;49;218;92;26;102;67;70;52;9
09571178;Mitteleschenbach;462;20;17;201;58;36;40;28;28;25;9
09571179;Mönchsroth;485;86;15;156;38;40;23;71;25;22;9
09571180;Neuendettelsau;1605;87;126;572;250;69;164;119;123;79;16
09571181;Neusitz;627;25;36;234;92;37;49;69;26;55;4
09571183;Oberdachstetten;521;110;50;128;26;10;51;106;14;19;7
09571188;Ohrenbach;185;67;12;52;9;12;-;16;10;7;-
09571189;Ornbau, St;528;91;40;154;52;40;50;45;25;12;19
09571190;Petersaurach;1409;111;101;558;175;79;112;147;61;50;15
09571192;Röckingen;228;67;25;61;36;11;16;3;6;-;3
09571193;Rothenburg ob der Tauber, GKSt;2810;523;314;1176;233;117;144;160;64;53;26
09571194;Rügland;425;59;42;166;35;20;38;6;30;29;0
09571196;Sachsen b.Ansbach;1009;66;38;492;150;38;55;76;27;28;39
09571198;Schillingsfürst, St;727;120;60;260;62;34;73;60;31;20;7
09571199;Schnelldorf;996;114;80;394;107;47;82;94;37;26;15
09571200;Schopfloch, M;889;179;80;297;101;34;51;52;57;29;9
09571205;Steinsfeld;393;104;35;118;47;7;13;39;18;6;6
09571208;Unterschwaningen;272;93;16;66;30;12;9;22;15;6;3
09571214;Wassertrüdingen, St;1577;279;116;629;156;47;121;103;62;41;23
09571216;Weidenbach, M;651;71;47;219;77;22;48;74;42;24;27
09571217;Weihenzell;798;81;31;220;144;54;68;89;63;25;23
09571218;Weiltingen, M;415;98;62;108;38;15;36;33;9;16;-
09571222;Wettringen;299;53;10;120;24;0;22;27;24;12;7
09571223;Wieseth;408;58;53;136;37;25;28;40;25;6;-
09571224;Wilburgstetten;682;80;53;284;72;21;44;67;39;16;6
09571225;Windelsbach;313;64;24;99;18;9;35;31;18;12;3
09571226;Windsbach, St;1633;180;116;639;162;58;163;160;79;51;25
09571227;Wittelshofen;373;103;26;98;55;19;28;16;18;7;3
09571228;Wörnitz;470;38;31;146;83;27;62;38;25;20;-
09571229;Wolframs-Eschenbach, St;834;81;42;291;66;46;119;88;43;37;21
09571444;Gem.fr. Geb. Ansbach;-;-;-;-;-;-;-;-;-;-;-
09572111;Adelsdorf;1974;123;78;622;415;140;208;144;115;80;49
09572114;Aurachtal;868;61;42;297;106;31;83;101;53;65;29
09572115;Baiersdorf, St;2082;148;87;917;310;85;96;195;130;85;29
09572119;Bubenreuth;1265;32;42;828;104;29;80;76;17;44;13
09572120;Buckenhof;872;22;35;469;88;28;56;111;19;29;15
09572121;Eckental, M;4102;235;154;1800;735;317;338;230;114;122;57
09572126;Gremsdorf;367;26;23;104;66;37;25;38;16;18;14
09572127;Großenseebach;724;3;9;218;238;60;55;45;41;38;17
09572130;Hemhofen;1386;29;46;634;306;94;88;57;67;44;21
09572131;Heroldsberg, M;2412;113;196;960;241;129;170;137;106;200;160
09572132;Herzogenaurach, St;5522;246;304;2015;1087;569;437;325;178;229;132
09572133;Heßdorf;928;39;27;326;231;60;81;75;30;50;9
09572135;Höchstadt a.d.Aisch, St;3565;163;135;1455;682;195;319;243;166;142;65
09572137;Kalchreuth;887;60;58;350;113;94;84;61;28;26;13
09572139;Lonnerstadt, M;619;75;25;234;79;18;61;58;30;30;9
09572141;Marloffstein;537;34;41;241;77;26;15;49;28;23;3
09572142;Möhrendorf;1297;83;51;461;200;91;129;85;103;52;42
09572143;Mühlhausen, M;472;52;32;169;44;20;40;47;48;20;-
09572147;Oberreichenbach;338;15;9;108;44;18;21;103;10;4;6
09572149;Röttenbach;1296;22;35;571;268;111;108;76;51;38;16
09572154;Spardorf;551;3;7;326;104;25;19;35;17;15;-
09572158;Uttenreuth;1475;41;51;860;185;58;60;58;44;89;29
09572159;Vestenbergsgreuth, M;487;57;45;122;60;21;60;64;26;23;9
09572160;Wachenroth, M;586;52;38;196;64;35;56;83;39;16;7
09572164;Weisendorf, M;1713;73;55;530;302;101;235;221;97;61;38
09572444;Gem.fr. Geb. Erlangen-Höchstadt;-;-;-;-;-;-;-;-;-;-;-
09573111;Ammerndorf, M;562;49;26;165;86;11;91;64;31;27;12
09573114;Cadolzburg, M;2956;186;169;1139;377;152;261;246;162;151;113
09573115;Großhabersdorf;1131;92;78;482;141;49;97;97;47;38;10
09573120;Langenzenn, St;2780;158;146;1082;453;247;322;176;61;101;34
09573122;Oberasbach, St;4431;40;279;2342;613;314;313;219;163;99;49
09573123;Obermichelbach;979;26;9;310;149;73;81;197;34;78;22
09573124;Puschendorf;602;9;19;244;97;40;58;91;12;17;15
09573125;Roßtal, M;2787;166;185;1119;392;181;214;276;169;81;4
09573126;Seukendorf;858;21;21;306;153;38;86;162;52;16;3
09573127;Stein, St;2925;142;230;1489;361;144;208;141;105;66;39
09573129;Tuchenbach;418;3;9;167;66;36;12;44;12;60;9
09573130;Veitsbronn;1589;41;81;796;153;80;156;131;76;52;23
09573133;Wilhermsdorf, M;1449;148;108;450;216;80;144;133;82;64;24
09573134;Zirndorf, St;6335;245;520;2828;842;375;451;279;227;453;115
09574111;Alfeld;363;63;23;127;35;18;31;33;12;15;6
09574112;Altdorf b.Nürnberg, St;4027;339;162;1703;565;221;330;256;187;179;85
09574117;Burgthann;3478;129;143;1508;622;238;367;249;128;62;32
09574120;Engelthal;360;66;18;107;37;10;35;40;12;23;12
09574123;Feucht, M;3215;94;258;1669;477;222;170;162;81;47;35
09574128;Happurg;1101;179;61;435;121;69;69;83;29;32;23
09574129;Hartenstein;397;72;35;163;40;15;16;33;17;6;-
09574131;Henfenfeld;554;58;45;220;70;18;33;48;43;9;10
09574132;Hersbruck, St;3047;346;343;1407;279;117;136;157;112;121;29
09574135;Kirchensittenbach;641;139;50;241;63;23;15;40;31;33;6
09574138;Lauf a.d.Pegnitz, St;6069;550;612;2520;708;326;368;398;275;205;107
09574139;Leinburg;1773;116;85;780;243;90;152;125;89;62;31
09574140;Neuhaus a.d.Pegnitz, M;799;70;93;356;70;30;69;68;15;22;6
09574141;Neunkirchen a.Sand;1192;67;59;638;134;58;78;78;38;25;17
09574145;Offenhausen;493;89;19;170;63;23;37;48;18;26;-
09574146;Ottensoos;599;70;58;203;65;34;31;66;52;16;4
09574147;Pommelsbrunn;1658;273;218;569;149;84;118;92;74;57;24
09574150;Reichenschwand;672;59;89;324;43;25;49;40;33;6;4
09574152;Röthenbach a.d.Pegnitz, St;2585;161;332;1219;278;169;208;88;70;22;38
09574154;Rückersdorf;1483;63;156;759;120;89;86;84;54;54;18
09574155;Schnaittach, M;2195;282;211;858;246;104;202;134;81;50;27
09574156;Schwaig b.Nürnberg;2465;143;425;1296;162;66;173;66;42;43;49
09574157;Schwarzenbruck;2365;74;122;1153;403;187;161;113;67;53;32
09574158;Simmelsdorf;959;143;69;393;112;43;62;51;37;29;20
09574160;Velden, St;508;68;73;208;32;3;34;46;34;10;-
09574161;Vorra;513;118;60;196;41;17;24;31;13;10;3
09574164;Winkelhaid;1177;49;44;510;189;88;70;54;43;98;32
09574444;Gem.fr. Geb. Nürnberger Land;-;-;-;-;-;-;-;-;-;-;-
09575112;Bad Windsheim, St;2943;369;269;1220;353;118;184;192;127;89;22
09575113;Baudenbach, M;364;59;24;143;30;6;27;40;20;12;3
09575115;Burgbernheim, St;956;175;81;344;86;46;76;67;48;20;13
09575116;Burghaslach, M;768;164;68;200;74;24;57;82;41;45;13
09575117;Dachsbach, M;530;73;30;185;56;16;45;46;37;36;6
09575118;Diespeck;1033;109;59;416;122;40;65;102;74;31;15
09575119;Dietersheim;610;96;40;243;66;9;42;66;21;21;6
09575121;Emskirchen, M;1681;216;134;571;227;79;132;179;67;53;23
09575122;Ergersheim;343;83;31;103;34;12;40;12;9;12;7
09575124;Gallmersgarten;239;44;19;97;27;3;3;20;13;10;3
09575125;Gerhardshofen;740;88;28;186;60;29;114;156;37;22;20
09575127;Gollhofen;249;50;34;93;13;6;26;6;12;9;-
09575128;Gutenstetten;399;59;24;105;42;28;68;29;13;25;6
09575129;Hagenbüchach;391;22;20;136;31;13;94;34;24;10;7
09575130;Hemmersheim;218;79;29;66;10;-;6;22;3;-;3
09575133;Illesheim;308;51;68;81;26;0;22;23;23;11;3
09575134;Ippesheim, M;400;77;51;134;45;13;9;34;12;6;19
09575135;Ipsheim, M;640;106;38;192;66;15;71;66;26;42;18
09575138;Langenfeld;325;27;4;112;34;13;45;54;14;22;-
09575143;Marktbergel, M;503;89;75;175;24;12;47;52;7;19;3
09575144;Markt Bibart, M;587;72;46;266;59;23;31;41;31;9;9
09575145;Markt Erlbach, M;1575;178;82;507;235;89;212;112;88;46;26
09575146;Markt Nordheim, M;354;63;53;109;41;9;16;19;19;22;3
09575147;Markt Taschendorf, M;351;65;25;78;68;15;39;45;0;16;-
09575150;Münchsteinach;505;75;23;176;89;21;31;52;20;12;6
09575152;Neuhof a.d.Zenn, M;632;79;48;216;80;23;56;46;44;31;9
09575153;Neustadt a.d.Aisch, St;3144;354;273;1359;368;164;184;217;111;73;41
09575155;Oberickelsheim;241;51;27;93;25;3;17;16;3;6;-
09575156;Obernzenn, M;754;143;78;264;70;39;37;71;29;20;3
09575157;Oberscheinfeld, M;391;78;59;122;38;12;22;31;13;10;6
09575161;Scheinfeld, St;1326;205;104;489;183;48;128;72;63;25;9
09575163;Simmershofen;291;79;36;113;20;10;13;7;13;-;-
09575165;Sugenheim, M;737;158;46;293;54;37;59;43;12;29;6
09575166;Trautskirchen;388;40;40;140;50;20;29;38;15;4;12
09575167;Uehlfeld, M;818;119;58;250;65;21;61;110;70;42;22
09575168;Uffenheim, St;1700;224;203;693;161;54;92;135;85;40;13
09575179;Weigenheim;314;47;19;119;20;9;33;25;13;9;20
09575181;Wilhelmsdorf;396;45;15;140;39;16;39;35;13;34;20
09575444;Gem.fr. Geb. Neustadt a.d.Aisch-Bad Windsheim;-;-;-;-;-;-;-;-;-;-;-
09576111;Abenberg, St;1634;171;130;624;162;77;165;158;58;75;14
09576113;Allersberg, M;2277;93;116;1072;295;153;147;183;115;68;35
09576117;Büchenbach;1441;63;58;653;208;74;180;75;33;76;21
09576121;Georgensgmünd;1974;194;135;766;210;131;162;158;123;60;35
09576122;Greding, St;1943;97;83;935;242;112;171;139;74;62;28
09576126;Heideck, St;1408;114;64;599;202;92;116;128;64;16;13
09576127;Hilpoltstein, St;3602;139;136;1524;432;173;301;403;216;197;81
09576128;Kammerstein;834;55;53;342;93;46;43;72;52;46;32
09576132;Schwanstetten, M;2226;65;37;1160;403;105;131;174;88;39;24
09576137;Rednitzhembach;1957;36;71;921;286;127;186;159;77;85;9
09576141;Röttenbach;811;28;53;357;91;27;66;88;49;29;23
09576142;Rohr;1063;69;93;315;156;62;75;112;67;89;25
09576143;Roth, St;5976;321;500;2519;810;377;565;434;199;182;69
09576147;Spalt, St;1533;285;124;519;163;67;92;135;85;44;19
09576148;Thalmässing, M;1567;174;125;705;127;71;106;107;86;49;17
09576151;Wendelstein, M;4658;186;150;2531;726;326;279;221;111;93;35
09576444;Gem.fr. Geb. Roth;-;-;-;-;-;-;-;-;-;-;-
09577111;Absberg, M;368;77;12;113;41;15;23;39;20;19;9
09577113;Alesheim;286;62;21;101;25;7;15;28;6;12;9
09577114;Muhr a.See;674;83;39;233;41;25;72;92;46;31;12
09577115;Bergen;314;25;23;126;33;9;28;38;16;10;6
09577120;Burgsalach;357;31;25;143;49;25;16;35;20;7;6
09577122;Dittenheim;513;78;36;161;71;17;52;41;26;22;9
09577125;Ellingen, St;1078;164;41;405;126;47;82;97;59;41;16
09577127;Ettenstatt;253;33;17;80;37;14;37;16;13;3;3
09577133;Gnotzheim, M;245;23;9;79;36;19;25;25;23;3;3
09577136;Gunzenhausen, St;4078;440;326;1824;510;172;262;232;150;115;47
09577138;Haundorf;809;95;52;215;98;61;96;94;39;40;19
09577140;Heidenheim, M;765;123;81;254;96;60;50;37;38;16;10
09577141;Höttingen;339;35;29;122;53;15;20;46;10;6;3
09577148;Langenaltheim;711;158;68;255;80;37;49;21;27;13;3
09577149;Markt Berolzheim, M;429;76;25;159;36;20;45;25;28;9;6
09577150;Meinheim;261;51;18;75;30;14;38;13;9;9;4
09577151;Nennslingen, M;395;54;28;153;44;23;38;21;17;7;10
09577158;Pappenheim, St;1118;246;90;416;136;35;57;62;43;22;11
09577159;Pfofeld;440;57;38;126;52;3;36;64;39;12;13
09577161;Pleinfeld, M;2102;170;79;863;267;100;210;207;102;70;34
09577162;Polsingen;512;78;42;182;46;28;42;54;34;3;3
09577163;Raitenbuch;335;13;29;106;47;19;60;14;28;16;3
09577168;Solnhofen;550;100;50;181;47;25;47;73;21;6;-
09577172;Theilenhofen;327;35;10;131;35;17;43;33;11;9;3
09577173;Treuchtlingen, St;3352;388;281;1617;357;140;221;163;111;63;11
09577177;Weißenburg i.Bay., GKSt;4404;626;415;1942;420;192;247;238;150;128;46
09577179;Westheim;376;74;21;108;58;10;30;34;17;14;10
09661000;Aschaffenburg;12123;1069;1656;5268;1230;541;674;711;432;370;172
09662000;Schweinfurt;8532;384;1733;4018;827;429;335;379;224;137;66
09663000;Würzburg;19354;769;2106;9765;2567;1100;1073;855;521;405;193
09671111;Alzenau, St;5148;382;443;1940;735;334;404;475;224;171;40
09671112;Bessenbach;1470;73;104;681;153;77;110;144;52;58;18
09671113;Blankenbach;464;43;39;163;75;25;39;33;26;9;12
09671114;Karlstein a.Main;2143;167;238;950;225;123;187;112;65;60;16
09671119;Geiselbach;614;58;47;209;98;53;36;59;13;22;19
09671120;Glattbach;966;51;95;453;151;43;89;47;28;9;-
09671121;Goldbach, M;2469;120;231;1222;265;197;179;122;51;60;22
09671122;Großostheim, M;4221;388;400;1621;535;249;300;384;163;118;63
09671124;Haibach;2421;96;239;1123;278;134;162;136;132;77;44
09671126;Heigenbrücken;650;47;59;323;69;30;28;58;19;13;4
09671127;Heimbuchenthal;621;52;62;320;65;22;31;44;12;10;3
09671128;Heinrichsthal;271;22;32;130;31;10;23;9;10;4;-
09671130;Hösbach, M;3458;259;294;1555;364;213;274;192;135;129;43
09671133;Johannesberg;1149;63;58;527;183;32;108;57;59;37;25
09671134;Kahl a.Main;2165;174;247;1117;147;122;76;72;31;136;43
09671135;Kleinkahl;578;60;60;218;54;26;66;49;16;16;13
09671136;Kleinostheim;2091;106;180;1042;215;110;97;146;84;79;32
09671138;Krombach;618;23;49;267;88;6;80;67;24;10;4
09671139;Laufach;1406;109;116;625;168;53;102;96;76;42;19
09671140;Mainaschaff;1713;112;188;720;234;97;109;74;53;80;46
09671141;Mespelbrunn;587;26;47;318;50;44;32;48;12;7;3
09671143;Mömbris, M;3470;245;356;1461;443;175;260;274;133;87;36
09671148;Rothenbuch;533;48;51;244;44;37;51;43;6;9;-
09671150;Sailauf;1052;72;84;435;124;65;81;124;42;19;6
09671152;Schöllkrippen, M;991;83;85;374;127;41;53;73;80;51;24
09671153;Sommerkahl;337;45;13;128;40;16;30;30;19;13;3
09671155;Stockstadt a.Main, M;1799;105;144;874;240;126;82;71;75;35;47
09671156;Waldaschaff;1046;67;94;504;90;52;56;92;42;42;7
09671157;Weibersbrunn;535;26;68;248;70;28;51;24;10;10;-
09671159;Westerngrund;553;51;43;196;73;27;38;52;40;26;7
09671160;Dammbach;637;12;46;256;203;27;41;27;13;12;-
09671162;Wiesen;344;23;23;168;47;18;22;21;6;10;6
09671444;Gem.fr. Geb. Aschaffenburg;-;-;-;-;-;-;-;-;-;-;-
09672111;Aura a.d.Saale;302;23;35;108;34;13;26;47;9;7;-
09672112;Bad Bocklet, M;1267;74;83;516;182;58;99;139;54;36;26
09672113;Bad Brückenau, St;1487;134;190;720;142;57;73;93;34;31;13
09672114;Bad Kissingen, GKSt;4910;457;425;2456;575;171;289;228;125;125;59
09672117;Burkardroth, M;2285;224;164;886;328;124;141;195;121;78;24
09672121;Elfershausen, M;904;131;78;352;110;53;49;72;30;26;3
09672122;Euerdorf, M;480;75;33;197;59;22;41;30;10;10;3
09672124;Fuchsstadt;544;75;27;188;58;29;33;78;25;25;6
09672126;Geroda, M;320;42;42;127;39;13;24;20;10;3;-
09672127;Hammelburg, St;3138;382;211;1414;349;136;210;245;99;60;32
09672131;Maßbach, M;1534;163;117;675;177;53;89;134;66;40;20
09672134;Motten;515;53;38;209;71;26;32;46;24;13;3
09672135;Münnerstadt, St;2129;261;137;920;236;92;150;165;84;72;12
09672136;Nüdlingen;1143;71;108;477;128;65;85;91;64;40;14
09672138;Oberleichtersbach;618;42;49;257;57;31;47;65;30;34;6
09672139;Oberthulba, M;1497;103;101;540;226;89;133;130;83;71;21
09672140;Oerlenbach;1503;108;107;666;165;55;105;127;81;57;32
09672142;Ramsthal;334;25;21;161;32;17;12;40;20;6;-
09672143;Rannungen;349;33;36;139;51;12;36;22;13;4;3
09672145;Riedenberg;303;15;18;149;36;17;26;33;6;-;3
09672149;Schondra, M;462;16;44;200;51;23;37;45;28;15;3
09672155;Sulzthal, M;273;58;21;92;32;9;21;22;14;4;-
09672157;Thundorf i.UFr.;340;60;23;140;25;22;17;22;12;15;4
09672161;Wartmannsroth;731;116;84;288;76;30;60;21;40;16;0
09672163;Wildflecken, M;801;36;162;383;72;25;26;43;31;16;7
09672166;Zeitlofs, M;687;98;74;265;75;35;34;35;46;16;9
09672444;Gem.fr. Geb. Bad Kissingen;-;-;-;-;-;-;-;-;-;-;-
09673113;Aubstadt;258;65;16;83;34;9;10;22;6;7;6
09673114;Bad Neustadt a.d.Saale, St;3520;183;346;1718;347;154;251;253;142;81;45
09673116;Bastheim;624;113;60;213;58;32;43;45;40;14;6
09673117;Bischofsheim a.d.Rhön, St;1542;171;117;717;213;70;73;77;50;51;3
09673123;Fladungen, St;787;186;89;244;90;30;43;61;21;10;13
09673126;Großbardorf;288;44;33;73;46;12;28;33;6;7;6
09673127;Großeibstadt;362;68;22;130;31;23;39;19;9;15;6
09673129;Hausen;236;64;21;63;23;21;22;16;6;-;-
09673130;Hendungen;306;93;18;92;40;12;9;25;7;7;3
09673131;Herbstadt;233;71;22;66;39;3;9;13;6;4;-
09673133;Heustreu;369;28;3;168;47;14;47;42;6;14;-
09673134;Höchheim;416;133;23;147;44;7;28;28;6;0;-
09673135;Hohenroth;928;54;23;308;117;82;98;127;45;51;23
09673136;Hollstadt;480;80;42;186;48;30;31;36;15;9;3
09673141;Bad Königshofen i.Grabfeld, St;1610;272;96;674;190;62;101;106;43;41;25
09673142;Mellrichstadt, St;1625;273;109;717;157;48;137;90;61;27;6
09673146;Niederlauer;431;39;10;158;86;18;38;46;18;9;9
09673147;Nordheim v.d.Rhön;387;88;53;125;41;15;10;25;17;7;6
09673149;Oberelsbach, M;918;202;58;315;102;26;73;69;44;17;12
09673151;Oberstreu;514;109;28;175;45;16;39;59;23;16;4
09673153;Ostheim v.d.Rhön, St;1147;264;116;483;97;41;39;49;37;18;3
09673156;Rödelmaier;280;15;6;109;34;16;34;29;9;15;13
09673160;Saal a.d.Saale, M;532;124;38;185;45;24;38;34;25;13;6
09673161;Salz;584;29;35;240;52;16;37;102;34;33;6
09673162;Sandberg;791;62;81;364;94;25;63;66;27;6;3
09673163;Schönau a.d.Brend;399;35;46;171;40;19;19;47;9;13;-
09673167;Sondheim v.d.Rhön;344;132;13;121;31;9;13;6;6;6;7
09673170;Stockheim;380;79;52;131;18;6;19;30;24;18;3
09673171;Strahlungen;277;26;12;104;37;21;32;21;13;11;-
09673172;Sulzdorf a.d.Lederhecke;481;125;32;188;48;6;15;43;14;10;-
09673173;Sulzfeld;528;37;45;232;63;34;33;20;27;28;9
09673174;Trappstadt, M;321;74;31;104;26;17;25;18;19;-;7
09673175;Unsleben;292;61;36;104;22;7;30;17;6;6;3
09673182;Willmars;216;70;30;69;13;3;6;3;6;13;3
09673183;Wollbach;378;36;10;182;50;15;20;24;21;13;7
09673184;Wülfershausen a.d.Saale;455;97;16;186;58;19;22;34;16;3;4
09673186;Burglauer;466;20;16;196;62;23;49;40;22;22;16
09673444;Gem.fr. Geb. Rhön-Grabfeld;-;-;-;-;-;-;-;-;-;-;-
09674111;Aidhausen;558;140;20;175;63;37;19;47;25;16;16
09674118;Breitbrunn;316;30;29;98;55;10;27;32;26;6;3
09674120;Bundorf;342;120;33;94;29;13;19;18;-;10;6
09674121;Burgpreppach, M;446;115;52;137;51;18;22;29;7;9;6
09674129;Ebelsbach;1023;89;49;515;124;35;58;61;47;33;12
09674130;Ebern, St;1988;249;142;881;225;71;102;158;79;64;17
09674133;Eltmann, St;1486;199;68;612;185;91;117;106;58;34;16
09674139;Gädheim;394;26;19;170;42;30;46;25;20;13;3
09674147;Haßfurt, St;3422;264;279;1401;353;182;219;344;162;155;63
09674149;Hofheim i.UFr., St;1459;251;107;600;155;65;92;97;48;28;16
09674153;Riedbach;559;129;50;189;48;26;37;45;13;22;-
09674159;Oberaurach;1248;137;80;497;143;64;100;108;67;46;6
09674160;Kirchlauter;425;61;41;174;47;27;25;22;12;13;3
09674163;Knetzgau;1926;217;153;747;197;125;139;156;95;69;28
09674164;Königsberg i.Bay., St;1176;292;80;437;92;68;68;81;30;28;-
09674171;Maroldsweisach, M;1075;230;130;369;112;58;57;73;27;12;7
09674180;Theres;808;76;67;313;121;32;63;76;41;3;16
09674184;Pfarrweisach;445;64;39;168;50;18;28;41;21;7;9
09674187;Rauhenebrach;882;117;75;348;109;59;42;56;29;32;15
09674190;Rentweinsdorf, M;456;73;27;156;37;25;34;33;38;23;10
09674195;Sand a.Main;886;66;69;356;146;38;68;76;43;9;15
09674201;Stettfeld;329;33;30;124;28;30;29;40;6;6;3
09674210;Untermerzbach;561;175;68;135;57;32;33;35;7;16;3
09674219;Wonfurt;575;60;32;239;73;22;37;55;38;12;7
09674221;Zeil a.Main, St;1544;186;138;708;182;96;89;54;46;35;10
09674223;Ermershausen;192;33;9;68;25;4;21;19;7;6;-
09675111;Abtswind, M;263;56;19;73;19;23;16;17;25;12;3
09675112;Albertshofen;616;87;65;215;90;25;45;41;26;16;6
09675113;Biebelried;325;82;12;114;33;6;19;31;19;6;3
09675114;Buchbrunn;312;40;12;105;38;20;29;19;37;12;-
09675116;Castell;281;61;9;86;34;13;15;32;19;9;3
09675117;Dettelbach, St;1995;347;170;689;206;67;141;143;121;77;34
09675127;Geiselwind, M;686;116;53;209;94;27;40;58;31;38;20
09675131;Großlangheim, M;456;66;37;156;58;25;39;41;25;9;-
09675139;Iphofen, St;1362;212;93;499;141;66;100;103;68;57;23
09675141;Kitzingen, GKSt;4514;658;597;1837;439;172;251;317;153;66;24
09675142;Kleinlangheim, M;513;116;33;160;62;28;44;38;22;10;-
09675144;Mainbernheim, St;688;144;48;244;83;23;29;50;23;34;10
09675146;Mainstockheim;572;107;25;210;51;35;31;66;25;19;3
09675147;Marktbreit, St;1019;222;72;432;114;37;36;47;40;6;13
09675148;Markt Einersheim, M;342;39;15;144;47;19;36;9;6;21;6
09675149;Marktsteft, St;573;141;31;189;35;9;39;31;41;32;25
09675150;Martinsheim;341;69;46;104;32;10;19;23;25;13;-
09675155;Nordheim a.Main;255;37;16;106;33;6;16;15;20;6;-
09675156;Obernbreit, M;545;71;47;222;45;50;30;31;24;22;3
09675158;Prichsenstadt, St;1013;177;114;279;121;40;73;104;53;49;3
09675161;Rödelsee;514;62;30;156;72;22;22;66;43;38;3
09675162;Rüdenhausen, M;287;57;28;87;37;9;25;35;9;-;-
09675165;Schwarzach a.Main, M;937;81;46;342;119;39;63;120;34;74;19
09675166;Segnitz;259;63;20;109;16;9;12;18;3;3;6
09675167;Seinsheim, M;363;74;43;106;51;12;22;25;12;12;6
09675169;Sommerach;391;55;16;128;61;29;38;27;19;18;-
09675170;Sulzfeld a.Main;429;107;34;115;68;10;27;44;21;3;-
